Tanggal,IR-64 I Actual Price,IR-64 I Predictions Price
2022-07-04,10225,10192.553
2022-07-05,10225,10213.998
2022-07-06,10225,10218.256
2022-07-07,10225,10218.071
2022-07-08,10225,10217.493
2022-07-09,10225,10217.1875
2022-07-10,10225,10217.064
2022-07-11,10250,10217.007
2022-07-12,10275,10238.522
2022-07-13,10275,10264.322
2022-07-14,10300,10268.326
2022-07-15,10300,10289.157
2022-07-16,10300,10292.433
2022-07-17,10300,10291.74
2022-07-18,10300,10290.956
2022-07-19,10300,10290.587
2022-07-20,10325,10290.464
2022-07-21,10350,10312.127
2022-07-22,10375,10338.046
2022-07-23,10375,10363.726
2022-07-24,10375,10366.912
2022-07-25,10400,10365.653
2022-07-26,10400,10386.511
2022-07-27,10400,10390.078
2022-07-28,10400,10389.535
2022-07-29,10400,10388.842
2022-07-30,10400,10388.53
2022-07-31,10400,10388.407
2022-08-01,10400,10388.346
2022-08-02,10425,10388.346
2022-08-03,10425,10410.33
2022-08-04,10450,10414.362
2022-08-05,10475,10436.024
2022-08-06,10475,10461.488
2022-08-07,10475,10464.762
2022-08-08,10500,10463.567
2022-08-09,10500,10484.706
2022-08-10,10525,10488.225
2022-08-11,10550,10509.815
2022-08-12,10550,10535.297
2022-08-13,10550,10538.421
2022-08-14,10550,10537.139
2022-08-15,10575,10536.088
2022-08-16,10575,10558.001
2022-08-17,10575,10561.6875
2022-08-18,10600,10561.1045
2022-08-19,10625,10582.832
2022-08-20,10625,10608.816
2022-08-21,10625,10611.988
2022-08-22,10625,10610.678
2022-08-23,10625,10609.674
2022-08-24,10625,10609.24
2022-08-25,10600,10609.055
2022-08-26,10625,10586.479
2022-08-27,10625,10605.176
2022-08-28,10625,10609.552
2022-08-29,10650,10609.679
2022-08-30,10650,10631.819
2022-08-31,10675,10635.42
2022-09-01,10700,10657.358
2022-09-02,10700,10682.982
2022-09-03,10700,10685.823
2022-09-04,10700,10684.381
2022-09-05,10725,10683.292
2022-09-06,10725,10705.541
2022-09-07,10725,10709.075
2022-09-08,10725,10708.362
2022-09-09,10725,10707.649
2022-09-10,10725,10707.338
2022-09-11,10725,10707.22
2022-09-12,10725,10707.151
2022-09-13,10750,10707.151
2022-09-14,10750,10729.884
2022-09-15,10750,10733.579
2022-09-16,10750,10732.916
2022-09-17,10750,10732.198
2022-09-18,10750,10731.887
2022-09-19,10750,10731.7705
2022-09-20,10700,10731.699
2022-09-21,10700,10686.154
2022-09-22,10675,10678.861
2022-09-23,10650,10657.51
2022-09-24,10650,10632.607
2022-09-25,10650,10630.144
2022-09-26,10625,10631.693
2022-09-27,10625,10610.275
2022-09-28,10625,10606.954
2022-09-29,10625,10607.728
2022-09-30,10600,10608.489
2022-10-01,10600,10586.293
2022-10-02,10600,10582.635
2022-10-03,10625,10583.268
2022-10-04,10625,10606.421
2022-10-05,10625,10610.553
2022-10-06,10625,10610.111
2022-10-07,10625,10609.487
2022-10-08,10625,10609.174
2022-10-09,10625,10609.055
2022-10-10,10650,10608.986
2022-10-11,10675,10631.506
2022-10-12,10700,10657.864
2022-10-13,10725,10683.677
2022-10-14,10750,10708.805
2022-10-15,10750,10733.622
2022-10-16,10750,10735.551
2022-10-17,10750,10733.676
2022-10-18,10750,10732.456
2022-10-19,10750,10731.957
2022-10-20,10750,10731.7705
2022-10-21,10750,10731.699
2022-10-22,10750,10731.699
2022-10-23,10750,10731.699
2022-10-24,10725,10731.699
2022-10-25,10725,10708.923
2022-10-26,10725,10705.269
2022-10-27,10700,10705.9375
2022-10-28,10700,10683.929
2022-10-29,10700,10680.562
2022-10-30,10700,10681.327
2022-10-31,10700,10682.107
2022-11-01,10700,10682.419
2022-11-02,10700,10682.536
2022-11-03,10700,10682.6045
2022-11-04,10725,10682.6045
2022-11-05,10725,10705.286
2022-11-06,10725,10709.006
2022-11-07,10750,10708.362
2022-11-08,10775,10730.383
2022-11-09,10800,10756.541
2022-11-10,10825,10782.266
2022-11-11,10850,10807.328
2022-11-12,10850,10832.15
2022-11-13,10850,10833.888
2022-11-14,10875,10831.917
2022-11-15,10875,10853.663
2022-11-16,10900,10856.742
2022-11-17,10900,10878.824
2022-11-18,10925,10881.563
2022-11-19,10925,10903.554
2022-11-20,10925,10906.226
2022-11-21,10950,10905.048
2022-11-22,10975,10927.306
2022-11-23,10975,10953.591
2022-11-24,10975,10956.158
2022-11-25,11000,10954.498
2022-11-26,11000,10976.645
2022-11-27,11000,10979.691
2022-11-28,11000,10978.655
2022-11-29,11000,10977.817
2022-11-30,11000,10977.514
2022-12-01,11025,10977.403
2022-12-02,11050,11000.581
2022-12-03,11050,11027.311
2022-12-04,11050,11029.87
2022-12-05,11050,11028.222
2022-12-06,11075,11027.15
2022-12-07,11100,11050.076
2022-12-08,11125,11076.659
2022-12-09,11150,11102.476
2022-12-10,11150,11127.602
2022-12-11,11150,11128.9375
2022-12-12,11150,11126.802
2022-12-13,11150,11125.533
2022-12-14,11150,11125.05
2022-12-15,11150,11124.864
2022-12-16,11150,11124.785
2022-12-17,11150,11124.785
2022-12-18,11150,11124.785
2022-12-19,11150,11124.785
2022-12-20,11175,11124.785
2022-12-21,11175,11148.282
2022-12-22,11175,11151.596
2022-12-23,11150,11150.631
2022-12-24,11150,11126.312
2022-12-25,11150,11122.736
2022-12-26,11150,11123.6
2022-12-27,11175,11124.306
2022-12-28,11175,11148.098
2022-12-29,11175,11151.516
2022-12-30,11175,11150.631
