Tanggal,IR-64 I Actual Price,IR-64 I Predictions Price
2022-04-27,10225,10239.047
2022-04-28,10225,10239.047
2022-04-29,10225,10239.047
2022-04-30,10225,10239.047
2022-05-01,10425,10239.047
2022-05-02,10425,10415.654
2022-05-03,10425,10447.952
2022-05-04,10425,10448.472
2022-05-05,10425,10444.77
2022-05-06,10425,10442.041
2022-05-07,10425,10440.442
2022-05-08,10450,10439.474
2022-05-09,10450,10461.965
2022-05-10,10475,10465.802
2022-05-11,10500,10488.259
2022-05-12,10450,10514.161
2022-05-13,10450,10472.325
2022-05-14,10450,10463.923
2022-05-15,10450,10463.182
2022-05-16,10450,10463.662
2022-05-17,10425,10464.037
2022-05-18,10400,10441.774
2022-05-19,10375,10415.718
2022-05-20,10375,10389.561
2022-05-21,10375,10386.332
2022-05-22,10375,10387.217
2022-05-23,10350,10388.235
2022-05-24,10325,10366.517
2022-05-25,10300,10340.661
2022-05-26,10300,10314.687
2022-05-27,10300,10311.32
2022-05-28,10300,10312.098
2022-05-29,10300,10313.076
2022-05-30,10275,10313.724
2022-05-31,10275,10291.836
2022-06-01,10275,10288.08
2022-06-02,10275,10288.034
2022-06-03,10250,10288.472
2022-06-04,10250,10266.654
2022-06-05,10250,10262.961
2022-06-06,10225,10263.012
2022-06-07,10200,10241.351
2022-06-08,10200,10215.728
2022-06-09,10200,10211.93
2022-06-10,10200,10212.352
2022-06-11,10200,10213.076
2022-06-12,10200,10213.591
2022-06-13,10200,10213.903
2022-06-14,10200,10214.022
2022-06-15,10175,10214.022
2022-06-16,10175,10192.062
2022-06-17,10175,10188.126
2022-06-18,10175,10187.984
2022-06-19,10175,10188.377
2022-06-20,10175,10188.692
2022-06-21,10175,10188.887
2022-06-22,10200,10189.005
2022-06-23,10225,10210.916
2022-06-24,10225,10236.845
2022-06-25,10225,10240.98
2022-06-26,10225,10240.721
2022-06-27,10200,10239.997
2022-06-28,10200,10217.459
2022-06-29,10200,10213.223
2022-06-30,10200,10212.986
2022-07-01,10200,10213.39
2022-07-02,10200,10213.708
2022-07-03,10200,10213.903
2022-07-04,10225,10214.022
2022-07-05,10225,10235.996
2022-07-06,10225,10239.958
2022-07-07,10225,10240.087
2022-07-08,10225,10239.683
2022-07-09,10225,10239.361
2022-07-10,10225,10239.166
2022-07-11,10250,10239.047
2022-07-12,10275,10261.082
2022-07-13,10275,10287.1045
2022-07-14,10300,10291.159
2022-07-15,10300,10312.975
2022-07-16,10300,10316.147
2022-07-17,10300,10315.684
2022-07-18,10300,10314.928
2022-07-19,10300,10314.478
2022-07-20,10325,10314.28
2022-07-21,10350,10336.375
2022-07-22,10375,10362.529
2022-07-23,10375,10388.7705
2022-07-24,10375,10392.234
2022-07-25,10400,10391.434
2022-07-26,10400,10412.808
2022-07-27,10400,10416.016
2022-07-28,10400,10415.662
2022-07-29,10400,10415.06
2022-07-30,10400,10414.718
2022-07-31,10400,10414.5205
2022-08-01,10400,10414.399
2022-08-02,10425,10414.399
2022-08-03,10425,10436.838
2022-08-04,10450,10440.687
2022-08-05,10475,10463.113
2022-08-06,10475,10488.986
2022-08-07,10475,10492.407
2022-08-08,10500,10491.606
2022-08-09,10500,10513.219
2022-08-10,10525,10516.487
2022-08-11,10550,10538.683
2022-08-12,10550,10564.5205
2022-08-13,10550,10567.83
2022-08-14,10550,10566.934
2022-08-15,10575,10565.917
2022-08-16,10575,10588.107
2022-08-17,10575,10591.568
2022-08-18,10600,10591.255
2022-08-19,10625,10613.492
2022-08-20,10625,10639.728
2022-08-21,10625,10643.092
2022-08-22,10625,10642.174
2022-08-23,10625,10641.246
2022-08-24,10625,10640.69
2022-08-25,10600,10640.372
2022-08-26,10625,10617.371
2022-08-27,10625,10636.503
2022-08-28,10625,10640.492
2022-08-29,10650,10640.821
2022-08-30,10650,10663.492
2022-08-31,10675,10667.077
2022-09-01,10700,10689.67
2022-09-02,10700,10715.668
2022-09-03,10700,10718.773
2022-09-04,10700,10717.692
2022-09-05,10725,10716.609
2022-09-06,10725,10739.065
2022-09-07,10725,10742.47
2022-09-08,10725,10742.026
2022-09-09,10725,10741.419
2022-09-10,10725,10741.055
2022-09-11,10725,10740.861
2022-09-12,10725,10740.738
2022-09-13,10750,10740.738
2022-09-14,10750,10763.797
2022-09-15,10750,10767.508
2022-09-16,10750,10767.166
2022-09-17,10750,10766.551
2022-09-18,10750,10766.185
2022-09-19,10750,10765.992
2022-09-20,10700,10765.869
2022-09-21,10700,10719.682
2022-09-22,10675,10712.352
2022-09-23,10650,10690.0205
2022-09-24,10650,10664.56
2022-09-25,10650,10661.909
2022-09-26,10625,10663.181
2022-09-27,10625,10641.446
2022-09-28,10625,10638.29
2022-09-29,10625,10638.874
2022-09-30,10600,10639.573
2022-10-01,10600,10617.053
2022-10-02,10600,10613.526
2022-10-03,10625,10613.894
2022-10-04,10625,10637.301
2022-10-05,10625,10641.416
2022-10-06,10625,10641.374
2022-10-07,10625,10640.928
2022-10-08,10625,10640.568
2022-10-09,10625,10640.372
2022-10-10,10650,10640.249
2022-10-11,10675,10663.134
2022-10-12,10700,10689.795
2022-10-13,10725,10716.242
2022-10-14,10750,10742.128
2022-10-15,10750,10767.657
2022-10-16,10750,10769.915
2022-10-17,10750,10768.288
2022-10-18,10750,10766.99
2022-10-19,10750,10766.308
2022-10-20,10750,10765.992
2022-10-21,10750,10765.869
2022-10-22,10750,10765.869
2022-10-23,10750,10765.869
2022-10-24,10725,10765.869
2022-10-25,10725,10742.773
2022-10-26,10725,10739.097
2022-10-27,10700,10739.447
2022-10-28,10700,10717.004
2022-10-29,10700,10713.683
2022-10-30,10700,10714.206
2022-10-31,10700,10714.933
2022-11-01,10700,10715.295
2022-11-02,10700,10715.488
2022-11-03,10700,10715.611
2022-11-04,10725,10715.611
2022-11-05,10725,10738.627
2022-11-06,10725,10742.348
2022-11-07,10750,10742.026
2022-11-08,10775,10764.477
2022-11-09,10800,10790.907
2022-11-10,10825,10817.208
2022-11-11,10850,10842.98
2022-11-12,10850,10868.513
2022-11-13,10850,10870.615
2022-11-14,10875,10868.869
2022-11-15,10875,10890.791
2022-11-16,10900,10893.78
2022-11-17,10900,10916.312
2022-11-18,10925,10919.199
2022-11-19,10925,10941.688
2022-11-20,10925,10944.495
2022-11-21,10950,10943.517
2022-11-22,10975,10966.02
2022-11-23,10975,10992.562
2022-11-24,10975,10995.524
2022-11-25,11000,10994.197
2022-11-26,11000,11016.569
2022-11-27,11000,11019.648
2022-11-28,11000,11018.795
2022-11-29,11000,11017.978
2022-11-30,11000,11017.605
2022-12-01,11025,11017.422
2022-12-02,11050,11040.767
2022-12-03,11050,11067.882
2022-12-04,11050,11070.952
2022-12-05,11050,11069.665
2022-12-06,11075,11068.582
2022-12-07,11100,11091.557
2022-12-08,11125,11118.419
2022-12-09,11150,11144.894
2022-12-10,11150,11170.779
2022-12-11,11150,11172.657
2022-12-12,11150,11170.713
2022-12-13,11150,11169.299
2022-12-14,11150,11168.626
2022-12-15,11150,11168.327
2022-12-16,11150,11168.206
2022-12-17,11150,11168.206
2022-12-18,11150,11168.206
2022-12-19,11150,11168.206
2022-12-20,11175,11168.206
2022-12-21,11175,11191.855
2022-12-22,11175,11195.45
2022-12-23,11150,11194.7705
2022-12-24,11150,11170.346
2022-12-25,11150,11166.406
2022-12-26,11150,11166.915
2022-12-27,11175,11167.536
2022-12-28,11175,11191.558
2022-12-29,11175,11195.329
2022-12-30,11175,11194.7705
