Tanggal,IR-64 I Actual Price,IR-64 I Predictions Price
2022-06-10,10200,10201.914
2022-06-11,10200,10202.194
2022-06-12,10200,10202.519
2022-06-13,10200,10202.825
2022-06-14,10200,10203.087
2022-06-15,10175,10203.302
2022-06-16,10175,10180.338
2022-06-17,10175,10178.135
2022-06-18,10175,10178.124
2022-06-19,10175,10178.236
2022-06-20,10175,10178.391
2022-06-21,10175,10178.548
2022-06-22,10200,10178.687
2022-06-23,10225,10201.905
2022-06-24,10225,10227.51
2022-06-25,10225,10230.072
2022-06-26,10225,10230.228
2022-06-27,10200,10230.159
2022-06-28,10200,10206.824
2022-06-29,10200,10204.317
2022-06-30,10200,10204.042
2022-07-01,10200,10203.936
2022-07-02,10200,10203.913
2022-07-03,10200,10203.931
2022-07-04,10225,10203.956
2022-07-05,10225,10227.135
2022-07-06,10225,10229.512
2022-07-07,10225,10229.65
2022-07-08,10225,10229.638
2022-07-09,10225,10229.5625
2022-07-10,10225,10229.466
2022-07-11,10250,10229.375
2022-07-12,10275,10252.495
2022-07-13,10275,10277.999
2022-07-14,10300,10280.386
2022-07-15,10300,10303.703
2022-07-16,10300,10305.854
2022-07-17,10300,10305.727
2022-07-18,10300,10305.462
2022-07-19,10300,10305.165
2022-07-20,10325,10304.883
2022-07-21,10350,10327.974
2022-07-22,10375,10353.421
2022-07-23,10375,10379.026
2022-07-24,10375,10381.203
2022-07-25,10400,10381.044
2022-07-26,10400,10404.168
2022-07-27,10400,10406.018
2022-07-28,10400,10405.726
2022-07-29,10400,10405.369
2022-07-30,10400,10405.01
2022-07-31,10400,10404.681
2022-08-01,10400,10404.401
2022-08-02,10425,10404.171
2022-08-03,10425,10427.491
2022-08-04,10450,10429.546
2022-08-05,10475,10453.029
2022-08-06,10475,10478.654
2022-08-07,10475,10480.713
2022-08-08,10500,10480.534
2022-08-09,10500,10503.847
2022-08-10,10525,10505.648
2022-08-11,10550,10529.014
2022-08-12,10550,10554.506
2022-08-13,10550,10556.326
2022-08-14,10550,10555.98
2022-08-15,10575,10555.542
2022-08-16,10575,10578.823
2022-08-17,10575,10580.507
2022-08-18,10600,10580.165
2022-08-19,10625,10603.582
2022-08-20,10625,10629.123
2022-08-21,10625,10630.894
2022-08-22,10625,10630.565
2022-08-23,10625,10630.16
2022-08-24,10625,10629.73
2022-08-25,10600,10629.332
2022-08-26,10625,10605.144
2022-08-27,10625,10626.636
2022-08-28,10625,10628.457
2022-08-29,10650,10628.33
2022-08-30,10650,10652.076
2022-08-31,10675,10654.016
2022-09-01,10700,10677.788
2022-09-02,10700,10703.581
2022-09-03,10700,10705.412
2022-09-04,10700,10705.139
2022-09-05,10725,10704.782
2022-09-06,10725,10728.348
2022-09-07,10725,10729.987
2022-09-08,10725,10729.647
2022-09-09,10725,10729.305
2022-09-10,10725,10728.963
2022-09-11,10725,10728.6455
2022-09-12,10725,10728.373
2022-09-13,10750,10728.145
2022-09-14,10750,10751.949
2022-09-15,10750,10753.787
2022-09-16,10750,10753.635
2022-09-17,10750,10753.457
2022-09-18,10750,10753.255
2022-09-19,10750,10753.054
2022-09-20,10700,10752.876
2022-09-21,10700,10704.696
2022-09-22,10675,10700.64
2022-09-23,10650,10676.633
2022-09-24,10650,10650.776
2022-09-25,10650,10648.969
2022-09-26,10625,10649.268
2022-09-27,10625,10625.76
2022-09-28,10625,10624.161
2022-09-29,10625,10624.567
2022-09-30,10600,10624.978
2022-10-01,10600,10601.527
2022-10-02,10600,10599.861
2022-10-03,10625,10600.179
2022-10-04,10625,10624.335
2022-10-05,10625,10626.72
2022-10-06,10625,10627.024
2022-10-07,10625,10627.22
2022-10-08,10625,10627.323
2022-10-09,10625,10627.375
2022-10-10,10650,10627.404
2022-10-11,10675,10651.282
2022-10-12,10700,10677.23
2022-10-13,10725,10703.197
2022-10-14,10750,10729.117
2022-10-15,10750,10754.9375
2022-10-16,10750,10756.631
2022-10-17,10750,10756.1875
2022-10-18,10750,10755.654
2022-10-19,10750,10755.1
2022-10-20,10750,10754.588
2022-10-21,10750,10754.144
2022-10-22,10750,10753.7705
2022-10-23,10750,10753.459
2022-10-24,10725,10753.201
2022-10-25,10725,10728.971
2022-10-26,10725,10726.826
2022-10-27,10700,10726.711
2022-10-28,10700,10702.678
2022-10-29,10700,10700.719
2022-10-30,10700,10700.799
2022-10-31,10700,10700.927
2022-11-01,10700,10701.095
2022-11-02,10700,10701.2705
2022-11-03,10700,10701.429
2022-11-04,10725,10701.564
2022-11-05,10725,10725.642
2022-11-06,10725,10727.738
2022-11-07,10750,10727.795
2022-11-08,10775,10751.781
2022-11-09,10800,10777.729
2022-11-10,10825,10803.651
2022-11-11,10850,10829.523
2022-11-12,10850,10855.304
2022-11-13,10850,10856.839
2022-11-14,10875,10856.301
2022-11-15,10875,10879.851
2022-11-16,10900,10881.178
2022-11-17,10900,10904.747
2022-11-18,10925,10906.108
2022-11-19,10925,10929.732
2022-11-20,10925,10931.085
2022-11-21,10950,10930.497
2022-11-22,10975,10954.173
2022-11-23,10975,10979.789
2022-11-24,10975,10981.123
2022-11-25,11000,10980.554
2022-11-26,11000,11004.287
2022-11-27,11000,11005.595
2022-11-28,11000,11005.005
2022-11-29,11000,11004.475
2022-11-30,11000,11003.972
2022-12-01,11025,11003.514
2022-12-02,11050,11027.44
2022-12-03,11050,11053.298
2022-12-04,11050,11054.777
2022-12-05,11050,11054.372
2022-12-06,11075,11053.967
2022-12-07,11100,11077.91
2022-12-08,11125,11103.725
2022-12-09,11150,11129.515
2022-12-10,11150,11155.283
2022-12-11,11150,11156.523
2022-12-12,11150,11155.856
2022-12-13,11150,11155.192
2022-12-14,11150,11154.529
2022-12-15,11150,11153.921
2022-12-16,11150,11153.388
2022-12-17,11150,11152.936
2022-12-18,11150,11152.551
2022-12-19,11150,11152.23
2022-12-20,11175,11151.96
2022-12-21,11175,11176.204
2022-12-22,11175,11177.792
2022-12-23,11150,11177.522
2022-12-24,11150,11152.808
2022-12-25,11150,11150.806
2022-12-26,11150,11150.6875
2022-12-27,11175,11150.57
2022-12-28,11175,11174.992
2022-12-29,11175,11176.757
2022-12-30,11175,11176.645
