Tanggal,IR-64 I Actual Price,IR-64 I Predictions Price
2022-04-02,10225,10229.722
2022-04-03,10225,10229.673
2022-04-04,10225,10229.782
2022-04-05,10225,10229.858
2022-04-06,10225,10229.914
2022-04-07,10225,10229.962
2022-04-08,10225,10230.002
2022-04-09,10225,10230.033
2022-04-10,10225,10230.059
2022-04-11,10225,10230.078
2022-04-12,10225,10230.095
2022-04-13,10225,10230.107
2022-04-14,10225,10230.118
2022-04-15,10225,10230.127
2022-04-16,10225,10230.133
2022-04-17,10225,10230.139
2022-04-18,10225,10230.143
2022-04-19,10225,10230.146
2022-04-20,10225,10230.149
2022-04-21,10225,10230.15
2022-04-22,10225,10230.152
2022-04-23,10225,10230.153
2022-04-24,10225,10230.155
2022-04-25,10225,10230.156
2022-04-26,10225,10230.156
2022-04-27,10225,10230.156
2022-04-28,10225,10230.157
2022-04-29,10225,10230.157
2022-04-30,10225,10230.157
2022-05-01,10425,10230.157
2022-05-02,10425,10419.037
2022-05-03,10425,10439.11
2022-05-04,10425,10431.17
2022-05-05,10425,10433.59
2022-05-06,10425,10433.921
2022-05-07,10425,10432.966
2022-05-08,10450,10432.357
2022-05-09,10450,10455.8545
2022-05-10,10475,10457.701
2022-05-11,10500,10480.306
2022-05-12,10450,10506.618
2022-05-13,10450,10459.42
2022-05-14,10450,10454.028
2022-05-15,10450,10456.333
2022-05-16,10450,10455.423
2022-05-17,10425,10455.006
2022-05-18,10400,10431.012
2022-05-19,10375,10404.804
2022-05-20,10375,10379.68
2022-05-21,10375,10378.119
2022-05-22,10375,10378.781
2022-05-23,10350,10378.535
2022-05-24,10325,10354.833
2022-05-25,10300,10328.977
2022-05-26,10300,10304.098
2022-05-27,10300,10302.589
2022-05-28,10300,10303.362
2022-05-29,10300,10303.241
2022-05-30,10275,10303.469
2022-05-31,10275,10280.098
2022-06-01,10275,10277.936
2022-06-02,10275,10279.098
2022-06-03,10250,10278.968
2022-06-04,10250,10255.425
2022-06-05,10250,10253.207
2022-06-06,10225,10254.319
2022-06-07,10200,10230.587
2022-06-08,10200,10204.652
2022-06-09,10200,10203.287
2022-06-10,10200,10204.075
2022-06-11,10200,10203.862
2022-06-12,10200,10204.013
2022-06-13,10200,10204.2705
2022-06-14,10200,10204.46
2022-06-15,10175,10204.61
2022-06-16,10175,10181.278
2022-06-17,10175,10178.837
2022-06-18,10175,10179.815
2022-06-19,10175,10179.609
2022-06-20,10175,10179.607
2022-06-21,10175,10179.754
2022-06-22,10200,10179.861
2022-06-23,10225,10203.362
2022-06-24,10225,10229.477
2022-06-25,10225,10231.184
2022-06-26,10225,10230.585
2022-06-27,10200,10230.945
2022-06-28,10200,10207.406
2022-06-29,10200,10204.731
2022-06-30,10200,10205.532
2022-07-01,10200,10205.169
2022-07-02,10200,10205.043
2022-07-03,10200,10205.089
2022-07-04,10225,10205.114
2022-07-05,10225,10228.606
2022-07-06,10225,10231.167
2022-07-07,10225,10230.264
2022-07-08,10225,10230.549
2022-07-09,10225,10230.607
2022-07-10,10225,10230.504
2022-07-11,10250,10230.434
2022-07-12,10275,10253.915
2022-07-13,10275,10279.96
2022-07-14,10300,10281.474
2022-07-15,10300,10304.415
2022-07-16,10300,10307.171
2022-07-17,10300,10306.12
2022-07-18,10300,10306.205
2022-07-19,10300,10306.106
2022-07-20,10325,10305.878
2022-07-21,10350,10329.4
2022-07-22,10375,10355.417
2022-07-23,10375,10380.494
2022-07-24,10375,10382.053
2022-07-25,10400,10381.308
2022-07-26,10400,10405.324
2022-07-27,10400,10407.437
2022-07-28,10400,10406.115
2022-07-29,10400,10406.209
2022-07-30,10400,10406.075
2022-07-31,10400,10405.81
2022-08-01,10400,10405.615
2022-08-02,10425,10405.464
2022-08-03,10425,10429.242
2022-08-04,10450,10431.411
2022-08-05,10475,10454.231
2022-08-06,10475,10480.719
2022-08-07,10475,10481.853
2022-08-08,10500,10480.926
2022-08-09,10500,10505.223
2022-08-10,10525,10507.228
2022-08-11,10550,10529.956
2022-08-12,10550,10556.383
2022-08-13,10550,10557.273
2022-08-14,10550,10556.224
2022-08-15,10575,10556.407
2022-08-16,10575,10580.355
2022-08-17,10575,10582.113
2022-08-18,10600,10580.736
2022-08-19,10625,10605.128
2022-08-20,10625,10631.331
2022-08-21,10625,10631.942
2022-08-22,10625,10630.942
2022-08-23,10625,10631.174
2022-08-24,10625,10630.9375
2022-08-25,10600,10630.624
2022-08-26,10625,10606.086
2022-08-27,10625,10628.206
2022-08-28,10625,10631.237
2022-08-29,10650,10629.583
2022-08-30,10650,10654.145
2022-08-31,10675,10656.209
2022-09-01,10700,10679.273
2022-09-02,10700,10705.939
2022-09-03,10700,10706.653
2022-09-04,10700,10705.627
2022-09-05,10725,10705.903
2022-09-06,10725,10730.16
2022-09-07,10725,10731.773
2022-09-08,10725,10730.35
2022-09-09,10725,10730.56
2022-09-10,10725,10730.434
2022-09-11,10725,10730.176
2022-09-12,10725,10730.003
2022-09-13,10750,10729.862
2022-09-14,10750,10754.251
2022-09-15,10750,10756.025
2022-09-16,10750,10754.704
2022-09-17,10750,10755.018
2022-09-18,10750,10754.977
2022-09-19,10750,10754.789
2022-09-20,10700,10754.676
2022-09-21,10700,10705.524
2022-09-22,10675,10701.752
2022-09-23,10650,10679.688
2022-09-24,10650,10652.563
2022-09-25,10650,10651.776
2022-09-26,10625,10652.852
2022-09-27,10625,10628.215
2022-09-28,10625,10626.474
2022-09-29,10625,10627.963
2022-09-30,10600,10627.8125
2022-10-01,10600,10603.637
2022-10-02,10600,10601.94
2022-10-03,10625,10603.313
2022-10-04,10625,10627.422
2022-10-05,10625,10629.548
2022-10-06,10625,10628.623
2022-10-07,10625,10629.147
2022-10-08,10625,10629.307
2022-10-09,10625,10629.29
2022-10-10,10650,10629.311
2022-10-11,10675,10653.671
2022-10-12,10700,10680.049
2022-10-13,10725,10705.256
2022-10-14,10750,10730.829
2022-10-15,10750,10756.429
2022-10-16,10750,10757.356
2022-10-17,10750,10756.312
2022-10-18,10750,10756.441
2022-10-19,10750,10756.134
2022-10-20,10750,10755.763
2022-10-21,10750,10755.493
2022-10-22,10750,10755.267
2022-10-23,10750,10755.071
2022-10-24,10725,10754.909
2022-10-25,10725,10730.236
2022-10-26,10725,10728.277
2022-10-27,10700,10729.421
2022-10-28,10700,10704.463
2022-10-29,10700,10702.511
2022-10-30,10700,10703.823
2022-10-31,10700,10703.479
2022-11-01,10700,10703.482
2022-11-02,10700,10703.6455
2022-11-03,10700,10703.741
2022-11-04,10725,10703.817
2022-11-05,10725,10728.357
2022-11-06,10725,10730.313
2022-11-07,10750,10729.135
2022-11-08,10775,10754.062
2022-11-09,10800,10780.534
2022-11-10,10825,10805.62
2022-11-11,10850,10831.154
2022-11-12,10850,10856.725
2022-11-13,10850,10857.458
2022-11-14,10875,10856.342
2022-11-15,10875,10881.163
2022-11-16,10900,10882.564
2022-11-17,10900,10905.615
2022-11-18,10925,10907.456
2022-11-19,10925,10930.694
2022-11-20,10925,10932.446
2022-11-21,10950,10930.883
2022-11-22,10975,10955.771
2022-11-23,10975,10982.043
2022-11-24,10975,10981.99
2022-11-25,11000,10980.82
2022-11-26,11000,11005.938
2022-11-27,11000,11007.218
2022-11-28,11000,11005.481
2022-11-29,11000,11005.656
2022-11-30,11000,11005.43
2022-12-01,11025,11005.078
2022-12-02,11050,11029.772
2022-12-03,11050,11056.118
2022-12-04,11050,11056.134
2022-12-05,11050,11055.057
2022-12-06,11075,11055.383
2022-12-07,11100,11080.125
2022-12-08,11125,11106.377
2022-12-09,11150,11131.359
2022-12-10,11150,11156.826
2022-12-11,11150,11157.192
2022-12-12,11150,11155.954
2022-12-13,11150,11156.086
2022-12-14,11150,11155.698
2022-12-15,11150,11155.274
2022-12-16,11150,11154.97
2022-12-17,11150,11154.705
2022-12-18,11150,11154.474
2022-12-19,11150,11154.281
2022-12-20,11175,11154.116
2022-12-21,11175,11179.11
2022-12-22,11175,11180.427
2022-12-23,11150,11178.8955
2022-12-24,11150,11154.136
2022-12-25,11150,11152.641
2022-12-26,11150,11153.854
2022-12-27,11175,11153.255
2022-12-28,11175,11178.299
2022-12-29,11175,11179.793
2022-12-30,11175,11178.351
