Tanggal,IR-64 I Actual Price,IR-64 I Predictions Price
2022-03-30,10225,10252.413
2022-03-31,10225,10248.084
2022-04-01,10225,10248.897
2022-04-02,10225,10249.451
2022-04-03,10225,10249.517
2022-04-04,10225,10249.496
2022-04-05,10225,10249.497
2022-04-06,10225,10249.497
2022-04-07,10225,10249.497
2022-04-08,10225,10249.497
2022-04-09,10225,10249.497
2022-04-10,10225,10249.497
2022-04-11,10225,10249.497
2022-04-12,10225,10249.497
2022-04-13,10225,10249.497
2022-04-14,10225,10249.497
2022-04-15,10225,10249.497
2022-04-16,10225,10249.497
2022-04-17,10225,10249.497
2022-04-18,10225,10249.497
2022-04-19,10225,10249.497
2022-04-20,10225,10249.497
2022-04-21,10225,10249.497
2022-04-22,10225,10249.497
2022-04-23,10225,10249.497
2022-04-24,10225,10249.497
2022-04-25,10225,10249.497
2022-04-26,10225,10249.497
2022-04-27,10225,10249.497
2022-04-28,10225,10249.497
2022-04-29,10225,10249.497
2022-04-30,10225,10249.497
2022-05-01,10425,10249.497
2022-05-02,10425,10425.148
2022-05-03,10425,10460.622
2022-05-04,10425,10453.378
2022-05-05,10425,10448.851
2022-05-06,10425,10448.43
2022-05-07,10425,10448.589
2022-05-08,10450,10448.537
2022-05-09,10450,10471.022
2022-05-10,10475,10475.069
2022-05-11,10500,10496.564
2022-05-12,10450,10522.621
2022-05-13,10450,10480.171
2022-05-14,10450,10470.686
2022-05-15,10450,10472.288
2022-05-16,10450,10473.385
2022-05-17,10425,10473.469
2022-05-18,10400,10450.876
2022-05-19,10375,10424.413
2022-05-20,10375,10399.036
2022-05-21,10375,10396.565
2022-05-22,10375,10398.167
2022-05-23,10350,10398.744
2022-05-24,10325,10376.444
2022-05-25,10300,10350.041
2022-05-26,10300,10324.672
2022-05-27,10300,10321.986
2022-05-28,10300,10323.507
2022-05-29,10300,10324.093
2022-05-30,10275,10324.129
2022-05-31,10275,10302.006
2022-06-01,10275,10297.767
2022-06-02,10275,10298.643
2022-06-03,10250,10299.198
2022-06-04,10250,10277.228
2022-06-05,10250,10272.92
2022-06-06,10225,10273.769
2022-06-07,10200,10252.369
2022-06-08,10200,10226.208
2022-06-09,10200,10222.645
2022-06-10,10200,10223.984
2022-06-11,10200,10224.604
2022-06-12,10200,10224.651
2022-06-13,10200,10224.631
2022-06-14,10200,10224.632
2022-06-15,10175,10224.632
2022-06-16,10175,10202.834
2022-06-17,10175,10198.418
2022-06-18,10175,10199.167
2022-06-19,10175,10199.718
2022-06-20,10175,10199.791
2022-06-21,10175,10199.7705
2022-06-22,10200,10199.7705
2022-06-23,10225,10221.509
2022-06-24,10225,10247.78
2022-06-25,10225,10251.481
2022-06-26,10225,10250.155
2022-06-27,10200,10249.53
2022-06-28,10200,10227.604
2022-06-29,10200,10223.25
2022-06-30,10200,10224.03
2022-07-01,10200,10224.582
2022-07-02,10200,10224.652
2022-07-03,10200,10224.631
2022-07-04,10225,10224.632
2022-07-05,10225,10246.449
2022-07-06,10225,10250.879
2022-07-07,10225,10250.103
2022-07-08,10225,10249.547
2022-07-09,10225,10249.478
2022-07-10,10225,10249.498
2022-07-11,10250,10249.497
2022-07-12,10275,10271.392
2022-07-13,10275,10297.73
2022-07-14,10300,10301.279
2022-07-15,10300,10321.93
2022-07-16,10300,10325.611
2022-07-17,10300,10324.698
2022-07-18,10300,10324.158
2022-07-19,10300,10324.096
2022-07-20,10325,10324.117
2022-07-21,10350,10346.235
2022-07-22,10375,10372.671
2022-07-23,10375,10398.245
2022-07-24,10375,10400.943
2022-07-25,10400,10399.369
2022-07-26,10400,10421.121
2022-07-27,10400,10425.22
2022-07-28,10400,10424.24
2022-07-29,10400,10423.676
2022-07-30,10400,10423.631
2022-07-31,10400,10423.652
2022-08-01,10400,10423.646
2022-08-02,10425,10423.646
2022-08-03,10425,10446.061
2022-08-04,10450,10450.148
2022-08-05,10475,10471.604
2022-08-06,10475,10497.633
2022-08-07,10475,10500.554
2022-08-08,10500,10498.936
2022-08-09,10500,10520.957
2022-08-10,10525,10524.909
2022-08-11,10550,10546.498
2022-08-12,10550,10572.604
2022-08-13,10550,10575.324
2022-08-14,10550,10573.62
2022-08-15,10575,10573.029
2022-08-16,10575,10595.8545
2022-08-17,10575,10599.71
2022-08-18,10600,10598.498
2022-08-19,10625,10620.839
2022-08-20,10625,10647.565
2022-08-21,10625,10650.134
2022-08-22,10625,10648.315
2022-08-23,10625,10647.747
2022-08-24,10625,10647.754
2022-08-25,10600,10647.765
2022-08-26,10625,10624.741
2022-08-27,10625,10644.005
2022-08-28,10625,10649.016
2022-08-29,10650,10648.304
2022-08-30,10650,10670.792
2022-08-31,10675,10674.4795
2022-09-01,10700,10696.315
2022-09-02,10700,10722.578
2022-09-03,10700,10724.912
2022-09-04,10700,10723.05
2022-09-05,10725,10722.483
2022-09-06,10725,10745.715
2022-09-07,10725,10749.332
2022-09-08,10725,10747.95
2022-09-09,10725,10747.406
2022-09-10,10725,10747.404
2022-09-11,10725,10747.427
2022-09-12,10725,10747.412
2022-09-13,10750,10747.412
2022-09-14,10750,10770.689
2022-09-15,10750,10774.259
2022-09-16,10750,10772.865
2022-09-17,10750,10772.323
2022-09-18,10750,10772.325
2022-09-19,10750,10772.347
2022-09-20,10700,10772.332
2022-09-21,10700,10725.69
2022-09-22,10675,10718.664
2022-09-23,10650,10698.222
2022-09-24,10650,10672.556
2022-09-25,10650,10670.28
2022-09-26,10625,10672.097
2022-09-27,10625,10649.599
2022-09-28,10625,10645.914
2022-09-29,10625,10647.191
2022-09-30,10600,10647.751
2022-10-01,10600,10624.751
2022-10-02,10600,10621.018
2022-10-03,10625,10622.289
2022-10-04,10625,10645.8
2022-10-05,10625,10649.577
2022-10-06,10625,10648.296
2022-10-07,10625,10647.757
2022-10-08,10625,10647.742
2022-10-09,10625,10647.765
2022-10-10,10650,10647.752
2022-10-11,10675,10670.777
2022-10-12,10700,10697.576
2022-10-13,10725,10723.124
2022-10-14,10750,10748.123
2022-10-15,10750,10773.11
2022-10-16,10750,10774.799
2022-10-17,10750,10772.869
2022-10-18,10750,10772.333
2022-10-19,10750,10772.34
2022-10-20,10750,10772.347
2022-10-21,10750,10772.332
2022-10-22,10750,10772.332
2022-10-23,10750,10772.332
2022-10-24,10725,10772.332
2022-10-25,10725,10749.005
2022-10-26,10725,10745.486
2022-10-27,10700,10746.88
2022-10-28,10700,10724.155
2022-10-29,10700,10720.598
2022-10-30,10700,10721.943
2022-10-31,10700,10722.501
2022-11-01,10700,10722.503
2022-11-02,10700,10722.48
2022-11-03,10700,10722.494
2022-11-04,10725,10722.494
2022-11-05,10725,10745.71
2022-11-06,10725,10749.317
2022-11-07,10750,10747.95
2022-11-08,10775,10770.683
2022-11-09,10800,10797.576
2022-11-10,10825,10823.132
2022-11-11,10850,10848.107
2022-11-12,10850,10873.1
2022-11-13,10850,10874.555
2022-11-14,10875,10872.539
2022-11-15,10875,10895.596
2022-11-16,10900,10898.999
2022-11-17,10900,10921.111
2022-11-18,10925,10923.911
2022-11-19,10925,10946.07
2022-11-20,10925,10948.876
2022-11-21,10950,10947.307
2022-11-22,10975,10970.548
2022-11-23,10975,10997.618
2022-11-24,10975,10999.293
2022-11-25,11000,10997.131
2022-11-26,11000,11020.495
2022-11-27,11000,11023.753
2022-11-28,11000,11022.1045
2022-11-29,11000,11021.567
2022-11-30,11000,11021.601
2022-12-01,11025,11021.62
2022-12-02,11050,11045.509
2022-12-03,11050,11072.633
2022-12-04,11050,11074.109
2022-12-05,11050,11071.905
2022-12-06,11075,11071.433
2022-12-07,11100,11095.505
2022-12-08,11125,11122.662
2022-12-09,11150,11148.109
2022-12-10,11150,11173.068
2022-12-11,11150,11173.862
2022-12-12,11150,11171.644
2022-12-13,11150,11171.188
2022-12-14,11150,11171.232
2022-12-15,11150,11171.224
2022-12-16,11150,11171.199
2022-12-17,11150,11171.199
2022-12-18,11150,11171.199
2022-12-19,11150,11171.199
2022-12-20,11175,11171.199
2022-12-21,11175,11195.418
2022-12-22,11175,11198.391
2022-12-23,11150,11196.581
2022-12-24,11150,11171.826
2022-12-25,11150,11168.952
2022-12-26,11150,11170.778
2022-12-27,11175,11171.245
2022-12-28,11175,11195.411
2022-12-29,11175,11198.365
2022-12-30,11175,11196.581
