Tanggal,Cianjur Kepala,Cianjur Slyp,Sentra Ramos,Saigon,Muncul I,Muncul II,Muncul III,IR-64 I,IR-64 II,IR-64 III,IR-42,Ketan Putih Lokal,Ketan Putih (Paris),Ketan Hitam
24-Jul-17,13800,12420,12125,11675,10022,9000,8566,10000,9000,8067,9550,14866,17375,20000
25-Jul-17,13820,12500,12360,11686,10025,9088,8400,10150,9020,8100,9700,15125,17583,18200
26-Jul-17,13820,12500,12360,11686,10025,9088,8400,10150,9020,8100,9700,15125,17583,18200
27-Jul-17,13820,12500,12360,11686,10025,9088,8400,10150,9020,8100,9700,15125,17583,18200
28-Jul-17,13820,12500,12360,11686,10025,9088,8400,10150,9020,8100,9700,15125,17583,18200
29-Jul-17,13820,12500,12360,11686,10025,9088,8400,10150,9020,8100,9700,15125,17583,18200
30-Jul-17,13820,12500,12360,11686,10025,9088,8400,10150,9020,8100,9700,15125,17583,18200
31-Jul-17,13820,12500,12360,11686,10025,9088,8400,10150,9020,8100,9700,15125,17583,18200
01-Aug-17,13820,12500,12360,11686,10025,9088,8400,10150,9020,8100,9700,15125,17583,18200
02-Aug-17,13820,12500,12360,11686,10025,9088,8400,10150,9020,8100,9700,15125,17583,18200
03-Aug-17,13820,12500,12360,11686,10025,9088,8400,10150,9020,8100,9700,15125,17583,18200
04-Aug-17,13820,12500,12400,11640,9960,9100,8480,10100,9110,8160,9700,15125,17583,18200
05-Aug-17,13850,12500,12400,11640,9960,9100,8480,10100,9100,8160,9700,15125,17583,18200
06-Aug-17,13850,12500,12400,11640,9960,9100,8480,10100,9100,8160,9700,15125,17583,18200
07-Aug-17,13820,12500,12400,11640,9960,9100,8480,10100,9100,8160,9700,15125,17583,18200
08-Aug-17,13820,12500,12600,11780,10000,9100,8500,10150,9250,8386,9700,15125,17583,18200
09-Aug-17,13820,12500,12600,11780,10000,9100,8500,10150,9250,8386,9700,15125,17583,18200
10-Aug-17,14000,11500,12750,11700,9920,9100,8375,10000,9217,8400,9700,16125,17300,18100
11-Aug-17,14000,12500,12750,11720,9967,9100,8375,10000,9217,8450,9700,16200,17500,18100
12-Aug-17,14000,12500,12750,11720,9967,9100,8375,10000,9217,8450,9700,16200,17500,18100
13-Aug-17,14000,12500,12750,11720,9967,9100,8375,10000,9217,8450,9700,16200,17500,18100
14-Aug-17,14000,12500,12750,11720,9967,9257,8375,10100,9217,8500,9700,16200,17500,18100
15-Aug-17,14000,12500,12750,11720,9967,9257,8375,10100,9217,8500,9700,16200,17500,18100
16-Aug-17,14000,12500,12750,11720,9967,9257,8375,10100,9217,8500,9700,16200,17500,18100
17-Aug-17,14000,12500,12750,11825,10000,9275,8375,10125,9300,8500,9700,16275,17500,18125
18-Aug-17,14000,12500,12750,11825,10000,9275,8375,10125,9300,8500,9700,16275,17500,18125
19-Aug-17,14000,12500,12750,11825,10000,9275,8375,10125,9300,8500,9700,16275,17500,18125
20-Aug-17,14000,12500,12750,11825,10000,9275,8375,10125,9300,8500,9700,16275,17500,18125
21-Aug-17,14000,12500,12750,11825,10000,9275,8375,10125,9300,8500,10025,16300,17600,18750
22-Aug-17,14000,12500,12825,11825,10100,9300,8450,10125,9350,8525,10100,16350,17600,18750
23-Aug-17,14000,12500,12825,11825,10150,9300,8500,10175,9375,8600,10150,16350,17650,18750
24-Aug-17,14000,12500,12900,11900,10150,9350,8550,10175,9425,8650,10175,16375,17700,18750
25-Aug-17,14000,12500,12950,11900,10200,9375,8550,10190,9450,8700,10200,16375,17750,18750
26-Aug-17,14000,12500,12950,11900,10200,9375,8550,10190,9450,8700,10200,16375,17750,18750
27-Aug-17,14000,12500,12950,11900,10200,9375,8550,10190,9450,8700,10200,16375,17750,18750
28-Aug-17,14000,12500,12950,11900,10200,9375,8600,10200,9450,8700,10200,16400,18000,18750
29-Aug-17,14000,12500,12950,11900,10200,9375,8600,10200,9450,8700,10225,16400,18000,18750
30-Aug-17,14000,12525,13000,11900,10200,9400,8600,10200,9450,8700,10250,16400,18000,17500
31-Aug-17,14000,12525,13000,11900,10200,9400,8600,10200,9450,8700,10250,16400,18000,17500
01-Sep-17,14000,12525,13000,11900,10200,9400,8600,10200,9450,8700,10250,16400,18000,17500
02-Sep-17,14000,12525,13000,11900,10200,9400,8600,10200,9450,8700,10250,16400,18000,17500
03-Sep-17,14000,12525,13000,11900,10200,9400,8600,10200,9450,8700,10250,16400,18000,17500
04-Sep-17,14000,12525,13000,11900,10200,9400,8650,10260,9450,8725,10250,16400,18000,17500
05-Sep-17,14000,12525,13000,11900,10225,9425,8650,10260,9450,8875,10300,16400,18000,17500
06-Sep-17,14000,12800,13000,11900,10300,9550,8725,10260,9475,8875,10300,16625,18000,17500
07-Sep-17,14000,12800,13000,11900,10475,9750,9050,10260,9600,9050,10350,16625,18100,17500
08-Sep-17,14000,12800,13025,11900,10500,9800,9150,10300,9625,9075,10375,16800,18100,17500
09-Sep-17,14000,12800,13025,11900,10500,9800,9150,10300,9625,9075,10375,16800,18100,17500
10-Sep-17,14000,12800,13025,11900,10500,9800,9150,10300,9625,9075,10375,16800,18100,17500
11-Sep-17,14000,12800,13150,11900,10500,9825,9175,10300,9675,9075,10400,17250,18200,17575
12-Sep-17,14000,12800,13175,11900,10525,9825,9200,10300,9675,9075,10400,17325,18250,17800
13-Sep-17,14000,12800,13175,11900,10525,9825,9200,10325,9700,9075,10400,17750,18750,17800
14-Sep-17,14000,12800,13175,11900,10525,9825,9200,10325,9725,9075,10400,17825,18875,17750
15-Sep-17,14000,12800,13175,11900,10525,9825,9200,10325,9725,9075,10400,18275,18875,17750
16-Sep-17,14000,12800,13175,11900,10525,9825,9200,10325,9725,9075,10400,18275,18875,17750
17-Sep-17,14000,12800,13175,11900,10525,9825,9200,10325,9725,9075,10400,18275,18875,17750
18-Sep-17,14000,12800,13175,11425,10525,9825,9175,10325,9725,9050,10400,18275,19900,17750
19-Sep-17,14000,12800,13000,11400,10525,9800,9150,10325,9725,9050,10375,18500,19900,17750
20-Sep-17,14000,12800,13000,11400,10525,9775,9150,10325,9725,9050,10375,18800,19900,17750
21-Sep-17,14000,12800,13000,11400,10525,9775,9150,10325,9725,9050,10375,18800,19900,17750
22-Sep-17,14000,12800,12975,11400,10525,9775,9150,10325,9725,9050,10375,18800,19900,17750
23-Sep-17,14000,12800,12975,11400,10525,9775,9150,10325,9725,9050,10375,18800,19900,17750
24-Sep-17,14000,12800,12975,11400,10525,9775,9150,10325,9725,9050,10375,18800,19900,17750
25-Sep-17,14000,12800,12975,11400,10525,9775,9125,10300,9700,9050,10375,18800,19500,17500
26-Sep-17,14000,12800,12925,11400,10525,9775,9125,10300,9700,9050,10375,18825,19500,17500
27-Sep-17,14000,12800,12900,11400,10525,9775,9125,10300,9700,9050,10375,18725,19550,17375
28-Sep-17,14000,12800,12900,11400,10525,9775,9125,10300,9700,9050,10375,18725,19550,17375
29-Sep-17,14000,12800,12900,11400,10525,9775,9125,10300,9700,9050,10350,18625,19550,17375
30-Sep-17,14000,12800,12900,11400,10525,9775,9125,10300,9700,9050,10350,18625,19550,17375
01-Oct-17,14000,12800,12900,11400,10525,9775,9125,10300,9700,9050,10350,18625,19550,17375
02-Oct-17,14000,12800,12900,11400,10525,9800,9100,10300,9700,9050,10350,18625,19475,17375
03-Oct-17,14075,12675,12900,11400,10550,9900,9100,10300,9700,9050,10350,18325,19400,17200
04-Oct-17,14075,12700,12900,11400,10550,9900,9125,10300,9700,9050,10350,18125,18900,17100
05-Oct-17,14075,12600,12875,11400,10550,9900,9125,10300,9625,9050,10350,18125,18900,17100
06-Oct-17,14075,12600,12875,11400,10525,9900,9075,10275,9625,9050,10350,18075,19000,17100
07-Oct-17,14075,12600,12875,11400,10525,9900,9075,10275,9625,9050,10350,18075,19000,17100
08-Oct-17,14075,12600,12875,11400,10525,9900,9075,10275,9625,9050,10350,18075,19000,17100
09-Oct-17,14075,12575,12900,11400,10550,9925,9075,10300,9625,9025,10375,18050,19360,17200
10-Oct-17,14075,12575,12900,11325,10550,9925,9050,10300,9625,8975,10400,18075,19360,17200
11-Oct-17,13825,12575,12875,11325,10550,9925,9075,10300,9625,8900,10400,18075,19325,17200
12-Oct-17,13825,12475,12875,11325,10575,9875,9075,10325,9650,8900,10450,18100,19300,17200
13-Oct-17,13825,12475,12875,11325,10600,10150,9375,10325,9650,8900,10450,18275,19375,16900
14-Oct-17,13825,12475,12875,11325,10600,10150,9375,10325,9650,8900,10450,18275,19375,16900
15-Oct-17,13825,12475,12875,11325,10600,10150,9375,10325,9650,8900,10450,18275,19375,16900
16-Oct-17,13825,12400,12875,11350,10675,10175,9375,10350,9700,8900,10675,18400,19325,17000
17-Oct-17,13825,12400,12875,11350,10750,10175,9375,10525,9825,8975,10775,18375,19325,17000
18-Oct-17,13725,12475,12875,11375,10825,10200,9325,10550,9850,8950,10750,18400,19250,16900
19-Oct-17,13725,12475,12700,11350,10900,10275,9325,10550,9875,9000,10750,18500,19250,16825
20-Oct-17,13725,12500,12675,11350,10900,10300,9250,10550,9850,8950,10800,18500,19200,16825
21-Oct-17,13725,12475,12700,11350,10900,10275,9325,10500,9875,9000,10750,18500,19250,16825
22-Oct-17,13725,12475,12700,11350,10900,10275,9325,10550,9875,9000,10750,18500,19250,16825
23-Oct-17,13725,12500,12675,11300,10900,10325,9225,10550,9850,8950,10775,18450,18825,16425
24-Oct-17,13800,12500,12675,11325,10945,10265,9225,10550,9825,8525,10685,18490,18975,16355
25-Oct-17,13825,12500,12550,11250,10900,10250,9250,10550,9825,8425,10575,18440,18825,16300
26-Oct-17,13825,12325,12550,11200,10825,10225,9275,10525,9750,8375,10550,18475,18675,16250
27-Oct-17,13825,12325,12550,11175,10825,10150,9275,10525,9750,8125,10550,18500,18825,16200
28-Oct-17,13825,12325,12550,11175,10825,10150,9275,10525,9750,8125,10550,18500,18825,16200
29-Oct-17,13825,12325,12550,11175,10825,10150,9275,10525,9750,8125,10550,18500,18825,16200
30-Oct-17,13825,12425,12550,11175,10825,10175,9475,10475,9750,8050,10400,18350,18750,16050
31-Oct-17,13450,12500,12625,11225,10775,10150,9475,10500,9725,8050,10400,18375,18600,16300
01-Nov-17,13450,12325,12625,11250,10825,10075,9625,10525,9850,8050,10450,18200,18825,16300
02-Nov-17,13450,12325,12450,11175,10875,10150,9650,10525,9750,8050,10325,18150,18400,15900
03-Nov-17,13300,12325,12375,11175,10775,10125,9625,10525,9700,8050,10350,18250,18400,16100
04-Nov-17,13300,12325,12375,11175,10775,10125,9625,10525,9700,8050,10350,18250,18400,16100
05-Nov-17,13300,12325,12375,11175,10775,10125,9625,10525,9700,8050,10350,18250,18400,16100
06-Nov-17,13275,12325,12350,11175,10825,10200,9625,10550,9850,8000,10375,18050,18400,16100
07-Nov-17,13275,12325,12350,11175,10900,10175,9575,10550,9800,7950,10350,18150,18400,16000
08-Nov-17,13275,12325,12350,11200,10800,10050,9425,10550,9825,7875,10325,18100,18400,16000
09-Nov-17,13275,12325,12400,11175,10825,10075,9350,10550,9825,7800,10350,18050,18525,16000
10-Nov-17,13275,12200,12400,11325,10900,10200,9550,10600,9875,7800,10350,18150,18600,16000
11-Nov-17,13275,12200,12400,11325,10900,10200,9550,10600,9875,7800,10350,18150,18600,16000
12-Nov-17,13275,12200,12400,11325,10900,10200,9550,10600,9875,7800,10350,18150,18600,16000
13-Nov-17,13275,12175,12400,11400,10950,10075,9375,10675,9900,7800,10400,18300,18600,16000
14-Nov-17,13100,12100,12350,11425,11025,10075,9375,10675,9925,7800,10400,18325,18775,15700
15-Nov-17,13150,12175,12200,11450,11025,10175,9400,10700,9925,7800,10400,18375,18775,15800
16-Nov-17,13150,12175,12300,11325,11025,10050,9450,10675,10000,7800,10425,18450,19025,15800
17-Nov-17,13150,12175,12300,11325,11025,10100,9450,10725,10025,7800,10450,18650,19400,15800
18-Nov-17,13150,12175,12300,11325,11025,10100,9450,10725,10025,7800,10450,18650,19400,15800
19-Nov-17,13150,12175,12300,11325,11025,10100,9450,10725,10025,7800,10450,18650,19400,15800
20-Nov-17,13150,12100,12350,11350,11025,10150,9475,10725,10025,7800,10575,18725,20250,15400
21-Nov-17,13300,12150,12350,11350,11025,10150,9475,10725,10025,7800,10550,18775,20175,15300
22-Nov-17,13300,12150,12350,11325,11025,10200,9475,10700,10100,7800,10650,18850,20250,15300
23-Nov-17,13300,12150,12275,11325,10925,10225,9475,10700,10100,7800,10600,19150,20175,15300
24-Nov-17,13300,12150,12350,11375,10875,10200,9400,10725,10025,7800,10525,19000,20250,15300
25-Nov-17,13300,12150,12350,11375,10875,10200,9400,10725,10025,7800,10525,19000,20250,15300
26-Nov-17,13300,12150,12350,11375,10875,10200,9400,10725,10025,7800,10525,19000,20250,15300
27-Nov-17,13300,12150,12300,11375,10925,10250,9550,10750,9950,7800,10600,18975,20250,15750
28-Nov-17,13300,12150,12300,11375,10900,10200,9600,10800,9950,7800,10725,19375,20250,15800
29-Nov-17,13300,12150,12300,11375,10900,10250,9650,10800,9950,7800,10775,19325,20400,15900
30-Nov-17,13300,12300,12300,11350,10950,10250,9625,10700,9975,7800,10850,19400,20750,15900
01-Dec-17,13300,12300,12300,11350,10950,10250,9625,10700,9975,7800,10850,19400,20750,15900
02-Dec-17,13300,12300,12300,11350,10950,10250,9625,10700,9975,7800,10850,19400,20750,15900
03-Dec-17,13300,12300,12300,11350,10950,10250,9625,10700,9975,7800,10850,19400,20750,15900
04-Dec-17,13400,12325,12300,11375,10850,10200,9550,10700,9925,7800,10900,19425,20750,16500
05-Dec-17,13400,12325,12300,11425,10925,10075,9475,10725,9950,7800,10925,19550,21075,16825
06-Dec-17,13400,12325,12300,11450,10975,10300,9550,10725,9950,7800,10975,19525,21075,16825
07-Dec-17,13400,12325,12300,11475,10850,10150,9525,10850,10050,7800,11025,19550,20700,16825
08-Dec-17,13440,12325,12400,11525,10950,10250,9450,10875,10125,7800,11050,19750,21000,17000
09-Dec-17,13440,12325,12400,11525,10950,10250,9450,10875,10125,7800,11050,19750,21000,17000
10-Dec-17,13440,12325,12400,11525,10950,10250,9450,10875,10125,7800,11050,19750,21000,17000
11-Dec-17,13400,12475,12400,11550,11025,10425,9750,10925,10200,7800,11025,19925,21400,17075
12-Dec-17,13400,12525,12550,11550,11075,10450,9800,11100,10325,7800,11075,20050,21400,17075
13-Dec-17,13400,12525,12550,11575,11200,10450,9800,11150,10425,7800,11100,20150,21500,17000
14-Dec-17,13400,12525,12550,11625,11325,10475,9800,11300,10600,7800,11175,20150,21550,17175
15-Dec-17,13575,12525,12700,11650,11125,10475,9875,11275,10575,7800,11125,20200,21650,17175
16-Dec-17,13575,12525,12700,11650,11125,10475,9875,11275,10575,7800,11125,20200,21650,17175
17-Dec-17,13575,12525,12700,11650,11125,10475,9875,11275,10575,7800,11125,20200,21650,17175
18-Dec-17,13575,12525,12750,11825,11200,10450,9925,11350,10625,7800,11300,20400,22000,17250
19-Dec-17,13425,12525,12800,11900,11225,10575,9950,11625,10775,7800,11300,20725,22000,17250
20-Dec-17,13625,12525,12800,11950,11325,10600,10125,11550,10775,7800,11325,20950,22500,17250
21-Dec-17,13625,12525,12875,11950,11325,10675,10200,11650,10850,7800,11400,21100,22750,17175
22-Dec-17,13625,12525,12925,11975,11300,10650,10400,11600,10850,7800,11425,21325,22800,17500
23-Dec-17,13625,12525,12925,11975,11300,10650,10400,11600,10850,7800,11425,21325,22800,17500
24-Dec-17,13625,12525,12925,11975,11300,10650,10400,11600,10850,7800,11425,21325,22800,17500
25-Dec-17,13625,12525,12925,11975,11300,10650,10400,11600,10850,7800,11425,21325,22800,17500
26-Dec-17,13625,12525,12925,11975,11300,10650,10400,11600,10850,7800,11425,21325,22800,17500
27-Dec-17,13875,12600,13000,12100,11400,10775,10400,11650,10825,7800,11600,21775,23175,17350
28-Dec-17,13975,12725,13000,12175,11500,10775,10375,11775,11000,7800,11700,21875,23325,17500
29-Dec-17,13950,12900,13000,12200,11600,10800,10500,11800,11100,7800,11800,22000,23325,17500
30-Dec-17,13950,12900,13000,12200,11600,10800,10500,11800,11100,7800,11800,22000,23325,17500
31-Dec-17,13950,12900,13000,12200,11600,10800,10500,11800,11100,7800,11800,22000,23325,17500
01-Jan-18,13950,12900,13000,12200,11600,10800,10500,11800,11100,7800,11800,22000,23325,17500
02-Jan-18,13950,13000,13000,12150,11725,11075,10525,11850,11300,8400,12050,22225,23900,17575
03-Jan-18,14050,13000,13175,12275,12000,11275,10550,11950,11350,8400,12125,22450,23900,17575
04-Jan-18,14275,13000,13175,12275,12075,11350,10725,11975,11400,8400,12200,22750,24075,17575
05-Jan-18,14350,13000,13325,12400,12100,11450,10875,12050,11450,8800,12200,23150,24075,17575
06-Jan-18,14350,13000,13325,12400,12100,11450,10875,12050,11450,8800,12200,23150,24075,17575
07-Jan-18,14350,13000,13325,12400,12100,11450,10875,12050,11450,8800,12200,23150,24075,17575
08-Jan-18,14425,13100,13325,12475,12575,11700,10975,12300,11675,8800,12325,23350,24250,17575
09-Jan-18,14425,13100,13325,12625,12575,11700,11075,12350,11750,8900,12350,23350,24250,17575
10-Jan-18,14525,13150,13550,12700,12575,11750,11275,12450,11800,8900,12425,23525,24400,17575
11-Jan-18,14525,13150,13550,12700,12600,11750,11275,12475,11800,8900,12475,23525,24400,17575
12-Jan-18,14525,13275,13550,12700,12600,11750,11275,12475,11825,8900,12600,23525,24400,17575
13-Jan-18,14525,13275,13550,12700,12600,11750,11275,12475,11825,8900,12600,23525,24400,17575
14-Jan-18,14525,13275,13550,12700,12600,11750,11275,12475,11825,8900,12600,23525,24400,17575
15-Jan-18,14525,13275,13550,12725,12650,11775,11325,12475,11875,8900,12600,23525,24400,17575
16-Jan-18,14700,13400,13550,12825,12800,12075,11450,12575,11950,8900,12600,23525,24400,17575
17-Jan-18,14850,13400,13550,12850,12900,12150,11600,12600,11975,8900,12600,23525,24400,17575
18-Jan-18,14850,13600,13550,12950,13000,12200,11700,12650,11975,8900,12600,23525,24400,17575
19-Jan-18,14875,13700,13825,13050,13100,12250,11725,12650,11975,8900,12600,23525,24400,17575
20-Jan-18,14875,13700,13825,13050,13100,12250,11725,12650,11975,8900,12600,23525,24400,17575
21-Jan-18,14875,13700,13825,13050,13100,12250,11725,12650,11975,8900,12600,23525,24400,17575
22-Jan-18,14875,13725,13825,13125,13100,12300,11750,12650,12000,8900,12600,23525,24400,17575
23-Jan-18,14875,13725,13825,13125,13150,12400,11750,12650,12050,8900,12600,23525,24400,17575
24-Jan-18,14875,13775,13825,13125,13250,12400,11750,12650,12050,8900,12600,23525,24400,17575
25-Jan-18,14900,13775,13825,13200,13325,12400,11825,12650,12075,8900,12600,23575,24400,17575
26-Jan-18,14900,13775,13825,13200,13325,12400,11825,12650,12075,8900,12600,23575,24400,17575
27-Jan-18,14950,13775,13825,13175,13175,12225,11775,12475,11775,8650,12300,23000,23925,17575
28-Jan-18,14950,13775,13825,13175,13175,12225,11775,12475,11775,8650,12300,23000,23925,17575
29-Jan-18,14950,13800,13825,13100,13175,12125,11675,12225,11575,8525,12175,22250,23675,17325
30-Jan-18,14950,13800,13775,13100,13100,12050,11675,12225,11575,8525,12175,21875,23500,17325
31-Jan-18,15025,13800,13825,13100,13125,12075,11725,12200,11500,8525,12175,20625,23500,17250
01-Feb-18,15025,13800,13825,13050,13125,12000,11725,12200,11500,8525,12275,19900,23425,17250
02-Feb-18,15025,13800,13825,13050,13200,12000,11725,12100,11500,8500,12250,16500,23550,17200
03-Feb-18,15025,13800,13825,13050,13125,12000,11725,12050,11450,8500,12250,16500,23250,17275
04-Feb-18,15025,13800,13825,13050,13125,12000,11725,12050,11450,8500,12250,16500,23250,17275
05-Feb-18,15025,13800,13825,12950,13250,12160,11825,12050,11325,8500,12350,16425,23325,17075
06-Feb-18,15025,13800,13825,13040,13225,12100,11775,12100,11525,8500,12375,16175,23500,17075
07-Feb-18,15175,13800,13825,13040,13500,12100,11825,12275,11650,8500,12300,16025,22900,17125
08-Feb-18,15575,13925,13825,13050,13550,12250,11825,12325,11725,8500,12325,15300,23200,17075
09-Feb-18,15600,14925,13825,13050,13550,12250,11825,12325,11775,8500,12475,15300,23200,17125
10-Feb-18,15600,14925,13825,13050,13550,12250,11825,12325,11775,8500,12475,15300,23200,17125
11-Feb-18,15600,14925,13825,13050,13550,12250,11825,12325,11775,8500,12475,15300,23200,17125
12-Feb-18,15600,14875,13825,13050,13675,12250,11825,12200,11675,8500,12575,15225,23300,17125
13-Feb-18,15900,14875,13825,13050,13800,12350,11900,12200,11675,8500,12650,15675,23175,17125
14-Feb-18,15900,14875,13825,13050,14000,12450,11900,12200,11600,8500,12700,15675,23175,17125
15-Feb-18,15900,14875,13825,13050,14000,12450,11900,12125,11600,8500,12800,15350,22500,17125
16-Feb-18,15900,14875,13825,13050,14000,12450,11900,12125,11600,8500,12800,15350,22500,17125
17-Feb-18,15900,14875,13825,13050,14000,12450,11900,12125,11600,8500,12800,15350,22500,17125
18-Feb-18,15900,14875,13825,13050,14000,12450,11900,12125,11600,8500,12800,15350,22500,17125
19-Feb-18,15900,14550,13825,13050,13975,12275,11825,11875,11150,8500,12800,15400,19750,17125
20-Feb-18,15900,14275,13825,13050,14100,12375,11975,11850,11100,8500,12725,15400,20250,17125
21-Feb-18,15975,14225,13500,12850,14100,12375,11975,11850,11025,8500,12800,15150,19750,17125
22-Feb-18,15725,13825,13500,12850,13725,12175,11825,11725,10800,8500,13000,15050,19600,17050
23-Feb-18,15225,13575,13250,12750,13725,12175,11825,11675,10725,8500,13075,14950,19425,17050
24-Feb-18,15225,13575,13250,12750,13725,12175,11825,11675,10725,8500,13075,14950,19425,17050
25-Feb-18,15225,13575,13250,12750,13725,12175,11825,11675,10725,8500,13075,14950,19425,17050
26-Feb-18,15075,13150,13250,12700,13225,11900,11825,11550,10450,8500,13200,14900,18825,17000
27-Feb-18,15075,13125,13250,12575,13000,11700,11650,11525,10450,8500,13400,15000,18825,16900
28-Feb-18,15000,13025,13250,12575,12925,11700,11175,11525,10400,8500,13475,14800,18825,16900
01-Mar-18,15000,13025,13375,12525,12875,11750,11200,11475,10625,8500,13600,14675,18325,16925
02-Mar-18,15000,12625,13625,12525,12875,11850,11450,11525,10525,8500,13950,14550,18675,16925
03-Mar-18,15000,12625,13625,12525,12875,11850,11450,11525,10525,8500,13950,14550,18675,16925
04-Mar-18,15000,12625,13625,12525,12875,11850,11450,11525,10525,8500,13950,14550,18675,16925
05-Mar-18,14350,12625,13500,12575,12775,11750,11400,11425,10475,8500,14075,14350,16925,16625
06-Mar-18,14000,12625,13250,12425,12775,11850,11400,11375,10300,8775,14075,14225,16750,16675
07-Mar-18,14000,12625,13125,12475,12725,11750,11325,11300,10250,8800,14075,14225,16750,16675
08-Mar-18,13875,12600,13125,12500,12650,11450,11175,11350,10300,8900,14025,14250,16725,16750
09-Mar-18,13875,12575,12925,12500,12650,11150,10950,11575,10300,9000,13900,14225,16650,16750
10-Mar-18,13875,12575,12925,12500,12650,11150,10950,11575,10300,9000,13900,14225,16650,16750
11-Mar-18,13875,12575,12925,12500,12650,11150,10950,11575,10300,9000,13900,14225,16650,16750
12-Mar-18,14000,12675,12825,12400,12500,10975,10750,11450,10325,9150,13650,13950,16625,16875
13-Mar-18,13750,12375,13000,12450,12325,11225,10750,11450,10425,9175,13250,13725,16475,17000
14-Mar-18,13600,12275,12875,12400,12050,11375,10975,11325,10400,9175,13125,13800,16625,16875
15-Mar-18,13650,12325,12625,12325,11775,11100,10900,11425,10400,9225,13000,13700,16500,16875
16-Mar-18,13725,12375,13025,12275,11750,11250,10775,11250,10175,9275,12825,13575,16500,16925
17-Mar-18,13725,12375,13025,12275,11750,11250,10775,11250,10175,9275,12825,13575,16500,16925
18-Mar-18,13275,12375,13025,12275,11750,11250,10775,11250,10175,9275,12825,13575,16500,16925
19-Mar-18,13750,12375,13025,12350,11775,11050,10775,11500,10325,9225,13125,13650,16175,16925
20-Mar-18,13725,12375,13025,12250,11750,11050,10775,11425,10325,9225,13000,13425,16175,16925
21-Mar-18,13725,12375,13200,12250,11975,11125,11025,11275,10300,9275,12750,13350,16150,17000
22-Mar-18,13550,12375,13200,12250,11925,11300,11050,11325,10425,9275,12650,13300,16350,17000
23-Mar-18,13550,12375,13025,12250,11875,11200,10975,11225,10425,9275,12650,13325,16350,17000
24-Mar-18,13550,12375,13025,12250,11875,11200,10975,11225,10425,9275,12650,13325,16350,17000
25-Mar-18,13550,12375,13025,12250,11875,11200,10975,11225,10425,9275,12650,13325,16350,17000
26-Mar-18,13450,12300,13025,12150,11675,11350,10950,11250,10375,9325,12375,12675,16175,16950
27-Mar-18,13525,12300,13025,12100,11500,11125,10875,11050,10225,9150,12325,12600,15825,16950
28-Mar-18,13525,12300,13025,12100,11425,10900,10850,10900,10025,9025,12025,12450,15825,16950
29-Mar-18,13400,12250,12875,12100,11425,10950,10750,10750,9800,8850,11875,12300,15600,16500
30-Mar-18,13400,12250,12875,12100,11425,10950,10750,10750,9800,8850,11875,12300,15600,16500
31-Mar-18,13400,12250,12875,12100,11425,10950,10750,10750,9800,8850,11875,12300,15600,16500
01-Apr-18,13400,12250,12875,12100,11425,10950,10750,10750,9800,8850,11875,12300,15600,16500
02-Apr-18,13475,12250,12900,11975,11225,11075,10650,10825,9850,8725,11850,11800,15500,16500
03-Apr-18,13500,12250,13025,11975,11050,10700,10550,10825,9525,8575,11900,11600,15750,16500
04-Apr-18,13500,12250,13025,11900,11050,10750,10425,10500,9450,8525,11975,11575,15750,16500
05-Apr-18,13500,12275,12900,11825,11100,10800,10500,10500,9500,8550,11900,11650,15750,16400
06-Apr-18,13425,12125,12900,11775,10950,10775,10425,10475,9450,8500,11925,11600,15750,16400
07-Apr-18,13425,12125,12900,11775,10950,10775,10425,10475,9450,8500,11925,11600,15750,16400
08-Apr-18,13425,12125,12900,11775,10950,10775,10425,10475,9450,8500,11925,11600,15750,16400
09-Apr-18,13425,12350,12900,11775,10875,10650,10400,10525,9525,8600,11975,11575,15750,16300
10-Apr-18,13425,12325,12900,11725,10950,10675,10325,10525,9425,8550,11900,11575,15625,16300
11-Apr-18,13425,12250,12900,11825,10800,10400,10325,10325,9375,8500,12025,11300,15375,16250
12-Apr-18,13450,12250,13025,11750,10825,10350,10250,10525,9475,8475,12000,11500,15375,16250
13-Apr-18,13525,12225,12900,11700,10625,10125,10100,10350,9425,8550,12050,11500,15500,16250
14-Apr-18,13525,12225,12900,11700,10625,10125,10100,10350,9425,8550,12050,11500,15500,16250
15-Apr-18,13525,12225,12900,11700,10625,10125,10100,10350,9425,8550,12050,11500,15500,16250
16-Apr-18,13600,12225,12900,11825,10425,10125,10050,10500,9600,8575,12225,11450,15450,15650
17-Apr-18,13600,12225,12725,11700,10700,10125,9925,10425,9500,8475,12225,11450,15450,15650
18-Apr-18,13350,12300,12725,11750,10450,9925,9600,10525,9500,8475,12225,11450,15450,15800
19-Apr-18,13375,12375,12725,11800,10650,9925,9575,10450,9575,8500,12150,11475,15450,15650
20-Apr-18,13375,12325,12725,11750,10700,9925,9575,10450,9500,8425,12100,11475,15450,15700
21-Apr-18,13375,12325,12725,11750,10700,9925,9575,10450,9500,8425,12100,11475,15450,15700
22-Apr-18,13375,12325,12725,11750,10700,9925,9575,10450,9500,8425,12100,11475,15450,15700
23-Apr-18,13275,12250,12725,11625,10700,9825,9525,10525,9650,8400,11900,11550,15500,15600
24-Apr-18,13500,12500,12725,11625,10625,9875,9400,10600,9575,8475,11700,11675,15400,15550
25-Apr-18,13375,12450,12725,11575,10675,9900,9425,10700,9675,8500,11650,11775,15425,15550
26-Apr-18,13375,12425,12925,11625,10625,9850,9325,10725,9775,8550,11625,11850,15550,15550
