Tanggal,Cianjur Kepala,Cianjur Slyp,Sentra Ramos,Saigon,Muncul I,Muncul II,Muncul III,IR-64 I,IR-64 II,IR-64 III,IR-42,Ketan Putih Lokal,Ketan Putih (Paris),Ketan Hitam
27-Jan-19,13700,12300,13500,12000,11500,10625,9925,11025,10325,8500,12150,12075,15175,18450
28-Jan-19,13775,12375,13400,11975,11500,10625,9925,11000,10275,8500,12175,12100,15175,18450
29-Jan-19,13800,12375,13400,11975,11525,10650,9950,11000,10275,8500,12200,12100,15175,18475
30-Jan-19,13800,12375,13400,11975,11525,10650,9950,11000,10300,8500,12200,12100,15175,18475
31-Jan-19,13825,12425,13400,11975,11550,10675,9950,11000,10300,8500,12225,12125,15175,18500
01-Feb-19,13850,12475,13400,11950,11550,10675,9975,11000,10300,8500,12225,12125,15175,18525
02-Feb-19,13850,12475,13400,11950,11550,10675,9975,11000,10300,8500,12225,12125,15175,18525
03-Feb-19,13850,12475,13400,11950,11550,10675,9975,11000,10300,8500,12225,12125,15175,18525
04-Feb-19,13900,12525,13375,11925,11550,10675,10025,11000,10300,8500,12225,12100,15175,18525
05-Feb-19,13900,12525,13375,11925,11550,10675,10025,11000,10300,8500,12225,12100,15175,18525
06-Feb-19,13950,12575,13350,11900,11550,10675,10025,11000,10275,8500,12225,12050,15175,18550
07-Feb-19,13975,12575,13350,11875,11550,10675,10025,10975,10250,8500,12225,12025,15175,18575
08-Feb-19,13975,12550,13350,11875,11550,10625,10000,10950,10225,8500,12200,12000,15175,18575
09-Feb-19,13975,12550,13350,11875,11550,10625,10000,10950,10225,8500,12200,12000,15175,18575
10-Feb-19,13975,12550,13350,11875,11550,10625,10000,10950,10225,8500,12200,12000,15175,18575
11-Feb-19,13975,12550,13350,11875,11550,10650,10000,10950,10225,8500,12175,12050,15175,18575
12-Feb-19,13975,12575,13325,11850,11550,10650,10000,10925,10200,8500,12175,12075,15175,18575
13-Feb-19,13950,12550,13325,11825,11525,10625,9975,10900,10150,8500,12150,12050,15175,18600
14-Feb-19,13925,12525,13325,11825,11525,10625,9925,10900,10125,8500,12150,12025,15175,18600
15-Feb-19,13875,12525,13325,11800,11525,10625,9925,10875,10125,8500,12150,12000,15175,18600
16-Feb-19,13875,12525,13325,11800,11525,10625,9925,10875,10125,8500,12150,12000,15175,18600
17-Feb-19,13875,12525,13325,11800,11525,10625,9925,10875,10125,8500,12150,12000,15175,18600
18-Feb-19,13825,12525,13325,11800,11500,10600,9900,10850,10100,8500,12125,12000,15175,18600
19-Feb-19,13825,12525,13325,11800,11500,10600,9900,10825,10075,8500,12125,11975,15175,18625
20-Feb-19,13825,12525,13275,11800,11525,10625,9925,10825,10075,8500,12075,11975,15175,18650
21-Feb-19,13825,12525,13275,11800,11525,10625,9925,10825,10050,8500,12100,11975,15200,18675
22-Feb-19,13825,12525,13275,11800,11525,10625,9925,10825,10075,8500,12125,11975,15200,18700
23-Feb-19,13825,12525,13275,11800,11525,10625,9925,10825,10075,8500,12125,11975,15200,18700
24-Feb-19,13825,12550,13275,11800,11525,10625,9925,10800,10075,8500,12100,11950,15200,18725
25-Feb-19,13825,12550,13275,11800,11525,10625,9900,10775,10050,8500,12050,11925,15200,18775
26-Feb-19,13825,12550,13275,11800,11525,10625,9900,10775,10050,8500,12050,11925,15200,18775
27-Feb-19,13825,12575,13275,11800,11550,10625,9900,10775,10050,8500,12075,11950,15200,18825
28-Feb-19,13825,12600,13275,11800,11550,10625,9900,10800,10075,8500,12075,11975,15200,18825
01-Mar-19,13875,12600,13275,11800,11550,10650,9925,10800,10100,8500,12075,11975,15200,18850
02-Mar-19,13875,12600,13275,11800,11550,10650,9925,10800,10100,8500,12075,11975,15200,18850
03-Mar-19,13875,12600,13275,11800,11550,10650,9925,10800,10100,8500,12075,11975,15200,18850
04-Mar-19,13900,12625,13275,11800,11575,10650,9950,10800,10075,8500,12075,12000,15200,18850
05-Mar-19,13900,12625,13275,11800,11575,10650,9950,10775,10075,8500,12100,12000,15225,18900
06-Mar-19,13900,12600,13275,11800,11575,10675,9950,10775,10075,8500,12125,12000,15250,18900
07-Mar-19,13900,12600,13275,11800,11575,10675,9950,10775,10075,8500,12125,12000,15250,18900
08-Mar-19,13875,12600,13325,11800,11600,10675,9975,10750,10050,8500,12125,12000,15225,18950
09-Mar-19,13875,12600,13325,11800,11600,10675,9975,10750,10050,8500,12125,12000,15225,18950
10-Mar-19,13875,12600,13325,11800,11600,10675,9975,10750,10050,8500,12125,12000,15225,18950
11-Mar-19,13850,12550,13325,11800,11600,10675,9975,10725,10050,8500,12125,12000,15200,18975
12-Mar-19,13800,12525,13325,11800,11600,10675,9975,10725,10025,8500,12125,12000,15175,19000
13-Mar-19,13775,12500,13325,11800,11600,10675,9950,10700,10025,8500,12100,12025,15175,19000
14-Mar-19,13750,12475,13325,11775,11575,10650,9950,10675,10000,8500,12100,12000,15175,19050
15-Mar-19,13700,12450,13325,11775,11550,10625,9950,10650,9975,8500,12100,12000,15175,19075
16-Mar-19,13700,12450,13325,11775,11550,10625,9950,10650,9975,8500,12100,12000,15175,19075
17-Mar-19,13700,12450,13325,11775,11550,10625,9950,10650,9975,8500,12100,12000,15175,19075
18-Mar-19,13675,12425,13275,11750,11525,10625,9950,10650,9975,8500,12075,12000,15175,19125
19-Mar-19,13625,12400,13275,11725,11525,10625,9925,10650,9950,8500,12100,12000,15175,19150
20-Mar-19,13600,12375,13275,11725,11500,10625,9900,10625,9925,8500,12050,12000,15175,19175
21-Mar-19,13575,12350,13275,11725,11475,10600,9875,10600,9900,8500,12050,12000,15175,19175
22-Mar-19,13525,12300,13275,11725,11475,10600,9875,10575,9875,8500,12000,11975,15175,19200
23-Mar-19,13525,12300,13275,11725,11475,10600,9875,10575,9875,8500,12000,11975,15175,19200
24-Mar-19,13525,12300,13275,11725,11475,10600,9875,10575,9875,8500,12000,11975,15175,19200
25-Mar-19,13500,12275,13275,11725,11450,10575,9850,10550,9850,8500,11975,11950,15175,19225
26-Mar-19,13475,12250,13250,11700,11425,10575,9850,10550,9825,8500,11950,11950,15150,19250
27-Mar-19,13450,12225,13250,11700,11425,10550,9850,10550,9825,8500,11950,11950,15150,19250
28-Mar-19,13400,12200,13225,11675,11400,10550,9825,10550,9800,8500,11950,11950,15125,19275
29-Mar-19,13350,12200,13200,11650,11400,10550,9825,10525,9775,8500,11900,11925,15100,19275
30-Mar-19,13350,12200,13200,11650,11400,10550,9825,10525,9775,8500,11900,11925,15100,19275
31-Mar-19,13350,12200,13200,11650,11400,10550,9825,10525,9775,8500,11900,11925,15100,19275
01-Apr-19,13325,12175,13200,11625,11375,10525,9800,10500,9750,8525,11875,11925,15075,19250
02-Apr-19,13300,12125,13175,11625,11350,10525,9800,10500,9725,8525,11850,11950,15050,19275
03-Apr-19,13300,12125,13175,11625,11350,10525,9800,10500,9725,8525,11850,11950,15050,19275
04-Apr-19,13275,12125,13150,11600,11350,10525,9800,10500,9725,8550,11800,11925,15025,19275
05-Apr-19,13250,12100,13125,11575,11325,10500,9775,10500,9725,8575,11775,11925,15025,19275
06-Apr-19,13250,12100,13125,11575,11325,10500,9775,10500,9725,8575,11775,11925,15025,19275
07-Apr-19,13250,12100,13125,11575,11325,10500,9775,10500,9725,8575,11775,11925,15025,19275
08-Apr-19,13275,12100,13100,11575,11325,10500,9775,10475,9725,8600,11750,11925,15025,19250
09-Apr-19,13225,12100,13075,11575,11300,10500,9775,10475,9675,8625,11700,11900,15000,19225
10-Apr-19,13225,12100,13025,11575,11325,10500,9800,10450,9675,8625,11650,11875,15000,19200
11-Apr-19,13250,12125,13025,11575,11325,10525,9800,10450,9650,8625,11650,11850,14975,19175
12-Apr-19,13275,12150,13000,11575,11325,10525,9800,10450,9650,8625,11600,11850,14950,19150
13-Apr-19,13275,12150,13000,11575,11325,10525,9800,10450,9650,8625,11600,11850,14950,19150
14-Apr-19,13275,12150,13000,11575,11325,10525,9800,10450,9650,8625,11600,11850,14950,19150
15-Apr-19,13275,12150,13000,11575,11325,10550,9825,10425,9625,8625,11600,11825,14925,19125
16-Apr-19,13300,12175,13000,11575,11325,10550,9825,10400,9625,8625,11575,11800,14925,19125
17-Apr-19,13300,12175,13000,11575,11325,10550,9825,10400,9625,8625,11575,11800,14925,19125
18-Apr-19,13325,12200,13000,11575,11325,10550,9850,10400,9600,8625,11575,11825,14950,19100
19-Apr-19,13325,12200,13000,11575,11325,10550,9850,10400,9600,8625,11575,11825,14950,19100
20-Apr-19,13325,12200,13000,11575,11325,10550,9850,10400,9600,8625,11575,11825,14950,19100
21-Apr-19,13325,12200,13000,11575,11325,10550,9850,10400,9600,8625,11575,11825,14950,19100
22-Apr-19,13350,12225,13000,11575,11325,10575,9875,10400,9600,8625,11550,11825,15000,19075
23-Apr-19,13375,12250,13000,11550,11325,10575,9875,10375,9600,8625,11575,11825,15025,19050
24-Apr-19,13400,12250,12975,11550,11325,10575,9875,10375,9600,8625,11575,11850,15025,19025
25-Apr-19,13425,12275,12975,11550,11325,10575,9900,10375,9575,8625,11550,11850,15050,19000
26-Apr-19,13450,12300,12975,11550,11325,10575,9900,10350,9575,8625,11550,11875,15075,18975
27-Apr-19,13450,12300,12975,11550,11325,10575,9900,10350,9575,8625,11550,11875,15075,18975
28-Apr-19,13450,12300,12975,11550,11325,10575,9900,10350,9575,8625,11550,11875,15075,18975
29-Apr-19,13475,12325,12975,11550,11325,10575,9900,10375,9600,8650,11525,11850,15075,18975
30-Apr-19,13475,12350,12975,11575,11325,10575,9900,10400,9600,8650,11525,11850,15100,18950
01-May-19,13475,12350,12975,11575,11325,10575,9900,10400,9600,8650,11525,11850,15100,18950
02-May-19,13500,12350,12975,11575,11325,10575,9900,10425,9625,8650,11500,11825,15125,18975
03-May-19,13500,12350,12975,11600,11325,10575,9900,10450,9650,8650,11500,11850,15150,18950
04-May-19,13500,12350,12975,11600,11325,10575,9900,10450,9650,8650,11500,11850,15150,18950
05-May-19,13500,12350,12975,11600,11325,10575,9900,10450,9650,8650,11500,11850,15150,18950
06-May-19,13525,12350,12975,11600,11325,10575,9900,10450,9650,8650,11475,11850,15175,18925
07-May-19,13550,12375,12975,11600,11325,10550,9900,10450,9675,8625,11475,11850,15200,18925
08-May-19,13575,12400,13025,11625,11325,10550,9900,10475,9675,8625,11450,11825,15225,18925
09-May-19,13600,12400,13025,11625,11325,10550,9900,10500,9675,8650,11425,11775,15275,18925
10-May-19,13625,12425,13050,11625,11325,10550,9900,10500,9675,8675,11400,11775,15300,18900
11-May-19,13625,12425,13050,11625,11325,10550,9900,10500,9675,8675,11400,11775,15300,18900
12-May-19,13625,12425,13050,11625,11325,10550,9900,10500,9675,8675,11400,11775,15300,18900
13-May-19,13650,12425,13025,11625,11325,10550,9900,10500,9700,8675,11400,11775,15325,18900
14-May-19,13700,12475,13075,11625,11325,10525,9875,10550,9700,8675,11350,11800,15350,18875
15-May-19,13725,12475,13075,11625,11325,10525,9875,10525,9700,8675,11350,11825,15375,18875
16-May-19,13725,12500,13075,11650,11300,10500,9850,10525,9675,8675,11300,11825,15400,18875
17-May-19,13750,12525,13075,11650,11250,10475,9825,10550,9675,8675,11275,11825,15450,18875
18-May-19,13750,12525,13075,11650,11250,10475,9825,10550,9675,8675,11275,11825,15450,18875
19-May-19,13750,12525,13075,11650,11250,10475,9825,10550,9675,8675,11275,11825,15450,18875
20-May-19,13750,12525,13075,11650,11250,10475,9825,10550,9675,8675,11225,11825,15475,18875
21-May-19,13750,12550,13100,11650,11250,10475,9825,10550,9700,8675,11225,11800,15525,18875
22-May-19,13750,12550,13125,11650,11225,10475,9825,10525,9700,8675,11200,11800,15600,18875
23-May-19,13775,12550,13100,11650,11225,10450,9825,10550,9725,8675,11175,11825,15675,18875
24-May-19,13775,12550,13100,11650,11200,10450,9825,10550,9700,8675,11150,11825,15750,18850
25-May-19,13775,12550,13100,11650,11200,10450,9825,10550,9700,8675,11150,11825,15750,18850
26-May-19,13775,12550,13100,11650,11200,10450,9825,10550,9700,8675,11150,11825,15750,18850
27-May-19,13800,12575,13100,11650,11175,10450,9825,10575,9700,8650,11125,11800,15825,18825
28-May-19,13825,12575,13100,11650,11150,10450,9825,10550,9700,8650,11100,11775,15925,18825
29-May-19,13825,12575,13100,11650,11150,10450,9825,10550,9700,8650,11075,11750,16025,18825
30-May-19,13825,12575,13100,11650,11150,10450,9825,10550,9700,8650,11075,11750,16150,18825
31-May-19,13800,12575,13100,11650,11150,10425,9825,10550,9700,8650,11075,11750,16175,18825
01-Jun-19,13800,12575,13100,11650,11150,10425,9825,10550,9700,8650,11075,11750,16175,18825
02-Jun-19,13800,12575,13100,11650,11150,10425,9825,10550,9700,8650,11075,11750,16475,18825
03-Jun-19,13800,12575,13100,11650,11150,10425,9825,10550,9700,8650,11075,11750,16625,18825
04-Jun-19,13800,12575,13100,11650,11150,10425,9825,10550,9700,8650,11075,11750,16625,18825
05-Jun-19,13800,12575,13100,11650,11150,10425,9825,10550,9700,8650,11075,11750,16625,18825
06-Jun-19,13800,12575,13100,11650,11150,10425,9825,10550,9700,8650,11075,11750,16625,18825
07-Jun-19,13800,12575,13100,11650,11150,10425,9825,10550,9700,8650,11075,11750,16625,18825
08-Jun-19,13800,12575,13100,11650,11150,10425,9825,10550,9700,8650,11075,11750,16625,18825
09-Jun-19,13800,12575,13100,11650,11150,10425,9825,10550,9700,8650,11075,11750,16625,18825
10-Jun-19,13825,12600,13100,11675,11150,10425,9825,10550,9700,8650,11100,11750,16700,18825
11-Jun-19,13800,12600,13100,11675,11150,10450,9825,10550,9700,8650,11100,11750,16775,18825
12-Jun-19,13800,12600,13100,11675,11150,10450,9825,10575,9700,8650,11100,11750,16850,18825
13-Jun-19,13800,12600,13100,11675,11150,10450,9825,10575,9700,8650,11100,11750,16925,18825
14-Jun-19,13800,12600,13100,11675,11125,10425,9800,10575,9700,8650,11100,11750,17000,18825
15-Jun-19,13800,12600,13100,11675,11125,10425,9800,10575,9700,8650,11100,11750,17000,18825
16-Jun-19,13800,12600,13100,11675,11125,10425,9800,10575,9700,8650,11100,11750,17000,18825
17-Jun-19,13800,12600,13100,11650,11150,10425,9800,10550,9700,8625,11100,11750,17025,18825
18-Jun-19,13775,12575,13100,11650,11150,10425,9800,10525,9700,8650,11100,11775,17075,18850
19-Jun-19,13775,12575,13075,11650,11150,10425,9825,10525,9675,8650,11100,11775,17125,18825
20-Jun-19,13775,12575,13075,11650,11150,10425,9825,10525,9675,8625,11100,11800,17125,18850
21-Jun-19,13775,12600,13075,11650,11150,10425,9800,10525,9675,8625,11100,11825,17125,18850
22-Jun-19,13775,12600,13075,11650,11150,10425,9800,10525,9675,8625,11100,11825,17125,18850
23-Jun-19,13375,12600,13075,11650,11150,10425,9800,10525,9675,8625,11100,11825,17125,18850
24-Jun-19,13775,12600,13075,11675,11150,10425,9800,10525,9675,8600,11100,11825,17125,18850
25-Jun-19,13775,12600,13075,11675,11150,10425,9800,10500,9675,8600,11100,11850,17125,18850
26-Jun-19,13775,12600,13075,11700,11150,10425,9800,10500,9675,8600,11100,11875,17125,18850
27-Jun-19,13750,12600,13100,11700,11125,10425,9775,10475,9675,8600,11125,11900,17125,18850
28-Jun-19,13725,12600,13100,11700,11125,10425,9775,10475,9675,8600,11125,11900,17125,18925
29-Jun-19,13725,12600,13100,11700,11125,10425,9775,10475,9675,8600,11125,11900,17125,18925
30-Jun-19,13275,12600,13100,11700,11125,10425,9775,10475,9675,8600,11125,11900,17125,18925
01-Jul-19,13725,12575,13125,11700,11125,10425,9750,10475,9675,8600,11125,11925,17125,18925
02-Jul-19,13700,12550,13125,11725,11125,10400,9750,10475,9675,8625,11150,11925,17125,18950
03-Jul-19,13675,12525,13125,11725,11100,10400,9750,10475,9675,8600,11125,11950,17125,18950
04-Jul-19,13675,12525,13150,11750,11075,10400,9750,10475,9675,8600,11125,11975,17150,18950
05-Jul-19,13650,12525,13150,11750,11075,10400,9750,10475,9675,8600,11150,12000,17175,18950
06-Jul-19,13650,12525,13150,11750,11075,10400,9750,10475,9675,8600,11150,12000,17175,18950
07-Jul-19,13650,12525,13150,11750,11075,10400,9750,10475,9675,8600,11150,12000,17175,18950
08-Jul-19,13650,12500,13150,11750,11075,10400,9750,10475,9675,8600,11175,12025,17200,18950
09-Jul-19,13650,12500,13150,11750,11100,10400,9750,10475,9675,8600,11200,12050,17200,18975
10-Jul-19,13625,12500,13125,11750,11100,10375,9750,10475,9650,8575,11200,12075,17225,18975
11-Jul-19,13625,12500,13125,11750,11075,10375,9750,10475,9650,8600,11200,12100,17225,18975
12-Jul-19,13600,12500,13125,11750,11075,10375,9750,10475,9650,8600,11225,12125,17225,18975
13-Jul-19,13600,12500,13125,11750,11075,10375,9750,10475,9650,8600,11225,12125,17225,18975
14-Jul-19,13600,12500,13125,11750,11075,10375,9750,10475,9650,8600,11225,12125,17225,18975
15-Jul-19,13600,12475,13125,11750,11075,10375,9750,10475,9650,8625,11225,12200,17225,18975
16-Jul-19,13575,12475,13150,11775,11075,10350,9750,10475,9675,8625,11225,12225,17250,18975
17-Jul-19,13575,12475,13150,11775,11050,10325,9750,10500,9675,8625,11200,12225,17250,18975
18-Jul-19,13550,12450,13175,11775,11050,10325,9750,10525,9675,8650,11225,12250,17250,19000
19-Jul-19,13575,12475,13175,11775,11050,10325,9750,10525,9700,8650,11250,12275,17250,19000
20-Jul-19,13575,12475,13175,11775,11050,10325,9750,10525,9700,8650,11250,12275,17250,19000
21-Jul-19,13575,12475,13175,11775,11050,10325,9750,10525,9700,8650,11250,12275,17250,19000
22-Jul-19,13575,12475,13175,11775,11025,10325,9750,10525,9700,8625,11250,12300,17250,19000
23-Jul-19,13525,12475,13175,11800,11025,10325,9750,10525,9725,8650,11250,12325,17250,19025
24-Jul-19,13525,12500,13175,11800,11025,10325,9750,10525,9725,8650,11275,12325,17250,19025
25-Jul-19,13550,12500,13175,11800,11025,10325,9750,10525,9725,8675,11275,12325,17250,19025
26-Jul-19,13550,12500,13175,11800,11025,10325,9750,10550,9725,8675,11275,12350,17250,19050
27-Jul-19,13550,12500,13175,11800,11025,10325,9750,10550,9725,8675,11275,12350,17250,19050
28-Jul-19,13550,12500,13175,11800,11025,10325,9750,10550,9725,8675,11275,12350,17250,19050
29-Jul-19,13525,12475,13175,11800,11025,10325,9750,10252,9725,8650,11275,12375,17275,19050
30-Jul-19,13550,12500,13175,11800,11025,10325,9750,10525,9725,8650,11275,12400,17275,19050
31-Jul-19,13550,12500,13175,11800,11025,10325,9750,10525,9725,8675,11250,12400,17300,19050
01-Aug-19,13525,12500,13175,11825,11050,10325,9750,10525,9725,8675,11250,12400,17300,19075
02-Aug-19,13525,12475,13175,11825,11050,10325,9750,10550,9725,8700,11250,12425,17325,19075
03-Aug-19,13525,12475,13175,11825,11050,10325,9750,10550,9725,8700,11250,12425,17325,19075
04-Aug-19,13525,12475,13175,11825,11050,10325,9750,10550,9725,8700,11250,12425,17325,19075
05-Aug-19,13525,12475,13175,11825,11050,10325,9750,10550,9725,8700,11250,12450,17325,19100
06-Aug-19,13525,12475,13200,11825,11050,10325,9750,10550,9725,8700,11250,12475,17350,19100
07-Aug-19,13525,12475,13200,11825,11050,10300,9750,10550,9725,8700,11250,12475,17375,19125
08-Aug-19,13525,12475,13200,11825,11050,10325,9750,10550,9725,8700,11250,12475,17375,19125
09-Aug-19,13525,12450,13175,11825,11025,10325,9750,10550,9725,8725,11250,12475,17400,19125
10-Aug-19,13525,12450,13175,11825,11025,10325,9750,10550,9725,8725,11250,12475,17400,19125
11-Aug-19,13525,12450,13175,11825,11025,10325,9750,10550,9725,8725,11250,12475,17400,19125
12-Aug-19,13525,12450,13175,11825,11025,10325,9750,10550,9725,8750,11275,12475,17400,19150
13-Aug-19,13525,12425,13175,11825,11025,10325,9750,10575,9725,8750,11250,12500,17400,19150
14-Aug-19,13550,12450,13175,11825,11025,10325,9750,10575,9750,8775,11250,12475,17400,19150
15-Aug-19,13550,12475,13200,11825,11025,10350,9750,10575,9750,8775,11275,12500,17425,19150
16-Aug-19,13550,12475,13225,11850,11025,10350,9750,10575,9750,8800,11250,12525,17425,19175
17-Aug-19,13550,12475,13225,11850,11025,10350,9750,10575,9750,8800,11250,12525,17425,19175
18-Aug-19,13550,12475,13225,11850,11025,10350,9750,10575,9750,8800,11250,12525,17425,19175
19-Aug-19,13550,12500,13225,11850,11025,10350,9750,10575,9750,8800,11250,12525,17450,19175
20-Aug-19,13550,12500,13225,11850,11025,10375,9750,10575,9750,8800,11225,12525,17450,19175
21-Aug-19,13550,12500,13175,11850,11050,10375,9775,10600,9775,8825,11225,12550,17475,19175
22-Aug-19,13525,12500,13175,11850,11025,10375,9775,10575,9750,8825,11250,12575,17500,19200
23-Aug-19,13525,12500,13175,11850,11025,10375,9775,10575,9750,8825,11250,12575,17500,19200
24-Aug-19,13525,12500,13175,11850,11025,10375,9775,10575,9750,8825,11250,12575,17500,19200
25-Aug-19,13525,12500,13175,11850,11025,10375,9775,10575,9750,8825,11250,12575,17500,19200
26-Aug-19,13525,12500,13175,11850,11025,10375,9775,10600,9775,8850,11250,12575,17525,19200
27-Aug-19,13525,12500,13175,11850,11025,10350,9775,10575,9775,8825,11250,12575,17575,19200
28-Aug-19,13525,12525,13175,11850,11025,10350,9775,10575,9775,8825,11275,12600,17625,19225
29-Aug-19,13525,12500,13175,11850,11025,10325,9775,10575,9775,8825,11250,12600,17650,19225
30-Aug-19,13525,12500,13175,11875,11025,10325,9775,10575,9775,8825,11250,12600,17700,19225
31-Aug-19,13525,12500,13175,11875,11025,10325,9775,10575,9775,8825,11250,12650,17700,19925
01-Sep-19,13525,12500,13175,11875,11025,10325,9775,10575,9775,8825,11250,12650,17700,19225
02-Sep-19,13525,12500,13175,11875,11025,10325,9775,10575,9775,8825,11250,12600,17750,19225
03-Sep-19,13525,12525,13200,11875,11025,10325,9775,10575,9800,8850,11250,12625,17800,19250
04-Sep-19,13525,12525,13200,11875,11050,10325,9800,10575,9800,8850,11225,12650,17825,19275
05-Sep-19,13525,12525,13200,11875,11050,10325,9800,10575,9800,8875,11225,12675,17875,19275
06-Sep-19,13525,12525,13200,11875,11050,10325,9800,10575,9800,8875,11225,12700,17925,19300
07-Sep-19,13525,12525,13200,11875,11050,10325,9800,10575,9800,8875,11225,12700,17925,19300
08-Sep-19,13525,12525,13200,11875,11050,10325,9800,10575,9800,8875,11225,12700,17925,19300
09-Sep-19,13550,12525,13200,11875,11050,10325,9800,10575,9800,8875,11225,12725,17975,19325
10-Sep-19,13575,12550,13200,11875,11050,10325,9800,10575,9800,8900,11250,12775,18025,19325
11-Sep-19,13575,12550,13200,11875,11050,10325,9800,10575,9825,8925,11225,12825,18075,19350
12-Sep-19,13600,12550,13200,11875,11075,10325,9800,10575,9850,8925,11225,12825,18125,19350
13-Sep-19,13600,12575,13225,11875,11075,10350,9800,10600,9875,8950,11225,12875,18175,19375
14-Sep-19,13600,12575,13225,11875,11075,10350,9800,10600,9875,8950,11225,12875,18175,19375
15-Sep-19,13600,12575,13225,11875,11075,10350,9800,10600,9875,8950,11225,12875,18175,19375
16-Sep-19,13625,12575,13225,11875,11100,10350,9800,10600,9875,8975,11225,12925,18175,19375
17-Sep-19,13650,12600,13225,11875,11100,10350,9800,10600,9875,9000,11225,12950,18225,19400
18-Sep-19,13650,12625,13225,11875,11100,10350,9800,10600,9875,9000,11225,12975,18275,19400
19-Sep-19,13650,12625,13225,11875,11100,10375,9800,10600,9875,9000,11200,13025,18325,19400
20-Sep-19,13650,12625,13225,11875,11100,10375,9825,10600,9875,9025,11200,13075,18375,19400
21-Sep-19,13650,12625,13225,11875,11100,10375,9825,10600,9875,9025,11200,13075,18375,19400
22-Sep-19,13650,12625,13225,11875,11100,10375,9825,10600,9875,9025,11200,13075,18375,19400
23-Sep-19,13675,12625,13225,11875,11100,10400,9850,10600,9875,9025,11200,13100,18400,19375
24-Sep-19,13675,12650,13225,11875,11100,10400,9850,10600,9875,9025,11200,13100,18450,19375
25-Sep-19,13650,12625,13225,11850,11100,10400,9875,10600,9875,9025,11175,13100,18450,19375
26-Sep-19,13650,12625,13225,11850,11100,10400,9875,10600,9875,9025,11175,13100,18475,19350
27-Sep-19,13650,12625,13225,11850,11100,10400,9850,10600,9875,9025,11150,13100,18475,19350
28-Sep-19,13650,12625,13225,11850,11100,10400,9850,10600,9875,9025,11150,13100,18475,19350
29-Sep-19,13650,12625,13225,11850,11100,10400,9850,10600,9875,9025,11150,13100,18475,19350
30-Sep-19,13650,12625,13225,11850,11100,10400,9850,10600,9875,9025,11150,13125,18500,19350
01-Oct-19,13650,12625,13225,11850,11100,10400,9850,10600,9850,9025,11125,13125,18500,19350
02-Oct-19,13625,12625,13225,11850,11100,10400,9850,10600,9850,9025,11125,13125,18550,19325
03-Oct-19,13625,12600,13225,11850,11100,10400,9850,10600,9850,9025,11125,13125,18550,19325
04-Oct-19,13625,12600,13225,11850,11100,10400,9850,10575,9850,8950,11075,13125,18550,19300
05-Oct-19,13625,12600,13225,11850,11100,10400,9850,10575,9850,8950,11075,13125,18550,19300
06-Oct-19,13265,12600,13225,11850,11100,10400,9850,10575,9850,8950,11075,13125,18550,19300
07-Oct-19,13625,12600,13225,11850,11100,10400,9850,10550,9850,8875,11075,13125,18500,19300
08-Oct-19,13600,12600,13225,11850,11075,10400,9825,10550,9825,8800,11050,13150,18575,19300
09-Oct-19,13600,12600,13225,11850,11075,10400,9825,10550,9800,8725,11050,13150,18575,19300
10-Oct-19,13575,12575,13225,11850,11075,10425,9825,10525,9800,8700,11025,13150,18575,19300
11-Oct-19,13575,12575,13225,11850,11100,10425,9825,10525,9800,8700,11025,13150,18600,19300
12-Oct-19,13575,12575,13225,11850,11100,10425,9825,10525,9800,8700,11025,13150,18600,19300
13-Oct-19,13575,12575,13225,11850,11100,10425,9825,10525,9800,8700,11025,13150,18600,19300
14-Oct-19,13575,12575,13225,11850,11075,10425,9800,10500,9775,8700,11000,13175,18600,19300
15-Oct-19,13575,12575,13225,11850,11075,10450,9825,10500,9775,8650,11025,13150,18625,19300
16-Oct-19,13575,12575,13225,11850,11075,10450,9825,10500,9775,8650,11000,13175,18625,19300
17-Oct-19,13575,12575,13225,11850,11075,10450,9850,10500,9775,8650,11000,13175,18625,19300
18-Oct-19,13550,12550,13225,11850,11100,10450,9850,10500,9775,8650,11000,13200,18650,19325
19-Oct-19,13550,12550,13225,11850,11100,10450,9800,10500,9775,8650,11000,13200,18650,19325
20-Oct-19,13550,12550,13225,11850,11100,10450,9800,10500,9775,8650,11000,13200,18650,19325
21-Oct-19,13550,12525,13225,11850,11100,10450,9850,10500,9750,8650,11000,13200,18650,19325
22-Oct-19,13525,12500,13225,11850,11100,10475,9850,10475,9750,8650,10975,13200,18650,19350
23-Oct-19,13525,12500,13225,11850,11100,10475,9850,10475,9750,8650,10975,13225,18675,19375
24-Oct-19,13525,12475,13225,11850,11100,10450,9850,10475,9750,8650,10975,13225,18675,19375
25-Oct-19,13525,12475,13225,11850,11100,10450,9850,10475,9750,8650,10975,13225,18675,19375
26-Oct-19,13525,12475,13225,11850,11100,10450,9850,10475,9750,8650,10975,13225,18675,19375
27-Oct-19,13525,12475,13225,11850,11100,10450,9850,10475,9750,8650,10975,13225,18675,19375
28-Oct-19,13500,12475,13225,11850,11100,10450,9850,10475,9750,8650,10950,13225,18675,19375
29-Oct-19,13500,12425,13225,11850,11075,10450,9850,10475,9750,8650,10925,13225,18650,19375
30-Oct-19,13500,12425,13250,11850,11075,10450,9875,10500,9750,8650,10950,13225,18675,19375
31-Oct-19,13500,12400,13250,11850,11075,10450,9875,10500,9750,8650,10950,13225,18700,19375
