Tanggal,IR-64 I Actual Price,IR-64 I Predictions Price
2022-03-18,10250,10254.584
2022-03-19,10250,10254.584
2022-03-20,10250,10254.584
2022-03-21,10250,10254.584
2022-03-22,10250,10254.584
2022-03-23,10250,10254.584
2022-03-24,10250,10254.584
2022-03-25,10250,10254.584
2022-03-26,10250,10254.584
2022-03-27,10250,10254.584
2022-03-28,10250,10254.584
2022-03-29,10225,10254.584
2022-03-30,10225,10231.923
2022-03-31,10225,10228.591
2022-04-01,10225,10229.323
2022-04-02,10225,10229.691
2022-04-03,10225,10229.766
2022-04-04,10225,10229.782
2022-04-05,10225,10229.789
2022-04-06,10225,10229.789
2022-04-07,10225,10229.789
2022-04-08,10225,10229.789
2022-04-09,10225,10229.789
2022-04-10,10225,10229.789
2022-04-11,10225,10229.789
2022-04-12,10225,10229.789
2022-04-13,10225,10229.789
2022-04-14,10225,10229.789
2022-04-15,10225,10229.789
2022-04-16,10225,10229.789
2022-04-17,10225,10229.789
2022-04-18,10225,10229.789
2022-04-19,10225,10229.789
2022-04-20,10225,10229.789
2022-04-21,10225,10229.789
2022-04-22,10225,10229.789
2022-04-23,10225,10229.789
2022-04-24,10225,10229.789
2022-04-25,10225,10229.789
2022-04-26,10225,10229.789
2022-04-27,10225,10229.789
2022-04-28,10225,10229.789
2022-04-29,10225,10229.789
2022-04-30,10225,10229.789
2022-05-01,10425,10229.789
2022-05-02,10425,10411.072
2022-05-03,10425,10438.402
2022-05-04,10425,10431.985
2022-05-05,10425,10428.998
2022-05-06,10425,10428.453
2022-05-07,10425,10428.31
2022-05-08,10450,10428.2295
2022-05-09,10450,10451.433
2022-05-10,10475,10454.438
2022-05-11,10500,10476.775
2022-05-12,10450,10502.693
2022-05-13,10450,10457.852
2022-05-14,10450,10450.742
2022-05-15,10450,10452.251
2022-05-16,10450,10452.916
2022-05-17,10425,10453.009
2022-05-18,10400,10429.769
2022-05-19,10375,10403.631
2022-05-20,10375,10378.45
2022-05-21,10375,10376.71
2022-05-22,10375,10378.036
2022-05-23,10350,10378.484
2022-05-24,10325,10355.527
2022-05-25,10300,10329.475
2022-05-26,10300,10304.31
2022-05-27,10300,10302.352
2022-05-28,10300,10303.606
2022-05-29,10300,10304.061
2022-05-30,10275,10304.152
2022-05-31,10275,10281.358
2022-06-01,10275,10278.132
2022-06-02,10275,10278.917
2022-06-03,10250,10279.288
2022-06-04,10250,10256.619
2022-06-05,10250,10253.352
2022-06-06,10225,10254.118
2022-06-07,10200,10231.826
2022-06-08,10200,10205.966
2022-06-09,10200,10203.349
2022-06-10,10200,10204.435
2022-06-11,10200,10204.876
2022-06-12,10200,10204.968
2022-06-13,10200,10204.99
2022-06-14,10200,10204.997
2022-06-15,10175,10204.997
2022-06-16,10175,10182.495
2022-06-17,10175,10179.064
2022-06-18,10175,10179.741
2022-06-19,10175,10180.108
2022-06-20,10175,10180.186
2022-06-21,10175,10180.202
2022-06-22,10200,10180.209
2022-06-23,10225,10202.649
2022-06-24,10225,10228.639
2022-06-25,10225,10231.421
2022-06-26,10225,10230.359
2022-06-27,10200,10229.915
2022-06-28,10200,10207.24
2022-06-29,10200,10203.833
2022-06-30,10200,10204.53
2022-07-01,10200,10204.898
2022-07-02,10200,10204.975
2022-07-03,10200,10204.99
2022-07-04,10225,10204.997
2022-07-05,10225,10227.519
2022-07-06,10225,10230.956
2022-07-07,10225,10230.258
2022-07-08,10225,10229.89
2022-07-09,10225,10229.813
2022-07-10,10225,10229.797
2022-07-11,10250,10229.789
2022-07-12,10275,10252.39
2022-07-13,10275,10278.438
2022-07-14,10300,10281.066
2022-07-15,10300,10302.699
2022-07-16,10300,10305.552
2022-07-17,10300,10304.683
2022-07-18,10300,10304.286
2022-07-19,10300,10304.208
2022-07-20,10325,10304.191
2022-07-21,10350,10327.017
2022-07-22,10375,10353.15
2022-07-23,10375,10378.515
2022-07-24,10375,10380.478
2022-07-25,10400,10379.183
2022-07-26,10400,10401.783
2022-07-27,10400,10404.794
2022-07-28,10400,10403.884
2022-07-29,10400,10403.504
2022-07-30,10400,10403.439
2022-07-31,10400,10403.424
2022-08-01,10400,10403.415
2022-08-02,10425,10403.415
2022-08-03,10425,10426.546
2022-08-04,10450,10429.598
2022-08-05,10475,10451.889
2022-08-06,10475,10477.782
2022-08-07,10475,10479.759
2022-08-08,10500,10478.417
2022-08-09,10500,10501.32
2022-08-10,10525,10504.159
2022-08-11,10550,10526.563
2022-08-12,10550,10552.5205
2022-08-13,10550,10554.292
2022-08-14,10550,10552.881
2022-08-15,10575,10552.447
2022-08-16,10575,10575.929
2022-08-17,10575,10578.68
2022-08-18,10600,10577.615
2022-08-19,10625,10600.867
2022-08-20,10625,10627.217
2022-08-21,10625,10628.823
2022-08-22,10625,10627.353
2022-08-23,10625,10626.939
2022-08-24,10625,10626.875
2022-08-25,10600,10626.849
2022-08-26,10625,10603.1
2022-08-27,10625,10624.163
2022-08-28,10625,10627.94
2022-08-29,10650,10627.201
2022-08-30,10650,10650.636
2022-08-31,10675,10653.245
2022-09-01,10700,10675.934
2022-09-02,10700,10702.023
2022-09-03,10700,10703.401
2022-09-04,10700,10701.865
2022-09-05,10725,10701.45
2022-09-06,10725,10725.332
2022-09-07,10725,10727.817
2022-09-08,10725,10726.619
2022-09-09,10725,10726.263
2022-09-10,10725,10726.222
2022-09-11,10725,10726.206
2022-09-12,10725,10726.194
2022-09-13,10750,10726.194
2022-09-14,10750,10750.198
2022-09-15,10750,10752.667
2022-09-16,10750,10751.46
2022-09-17,10750,10751.105
2022-09-18,10750,10751.066
2022-09-19,10750,10751.051
2022-09-20,10700,10751.038
2022-09-21,10700,10702.941
2022-09-22,10675,10698.106
2022-09-23,10650,10676.573
2022-09-24,10650,10650.9
2022-09-25,10650,10649.615
2022-09-26,10625,10651.152
2022-09-27,10625,10627.773
2022-09-28,10625,10625.242
2022-09-29,10625,10626.393
2022-09-30,10600,10626.765
2022-10-01,10600,10603.073
2022-10-02,10600,10600.453
2022-10-03,10625,10601.566
2022-10-04,10625,10625.615
2022-10-05,10625,10628.349
2022-10-06,10625,10627.265
2022-10-07,10625,10626.912
2022-10-08,10625,10626.863
2022-10-09,10625,10626.849
2022-10-10,10650,10626.838
2022-10-11,10675,10650.588
2022-10-12,10700,10677.03
2022-10-13,10725,10702.383
2022-10-14,10750,10727.374
2022-10-15,10750,10752.319
2022-10-16,10750,10753.202
2022-10-17,10750,10751.57
2022-10-18,10750,10751.146
2022-10-19,10750,10751.078
2022-10-20,10750,10751.051
2022-10-21,10750,10751.038
2022-10-22,10750,10751.038
2022-10-23,10750,10751.038
2022-10-24,10725,10751.038
2022-10-25,10725,10726.984
2022-10-26,10725,10724.564
2022-10-27,10700,10725.773
2022-10-28,10700,10702.134
2022-10-29,10700,10699.713
2022-10-30,10700,10700.916
2022-10-31,10700,10701.284
2022-11-01,10700,10701.326
2022-11-02,10700,10701.34
2022-11-03,10700,10701.353
2022-11-04,10725,10701.353
2022-11-05,10725,10725.294
2022-11-06,10725,10727.806
2022-11-07,10750,10726.619
2022-11-08,10775,10750.267
2022-11-09,10800,10776.746
2022-11-10,10825,10802.073
2022-11-11,10850,10827.049
2022-11-12,10850,10851.998
2022-11-13,10850,10852.645
2022-11-14,10875,10850.947
2022-11-15,10875,10874.838
2022-11-16,10900,10877.037
2022-11-17,10900,10900.06
2022-11-18,10925,10901.924
2022-11-19,10925,10924.982
2022-11-20,10925,10926.808
2022-11-21,10950,10925.419
2022-11-22,10975,10949.535
2022-11-23,10975,10976.15
2022-11-24,10975,10976.882
2022-11-25,11000,10975.152
2022-11-26,11000,10999.373
2022-11-27,11000,11001.3955
2022-11-28,11000,10999.965
2022-11-29,11000,10999.619
2022-11-30,11000,10999.597
2022-12-01,11025,10999.58
2022-12-02,11050,11024.199
2022-12-03,11050,11050.898
2022-12-04,11050,11051.475
2022-12-05,11050,11049.715
2022-12-06,11075,11049.37
2022-12-07,11100,11074.07
2022-12-08,11125,11100.768
2022-12-09,11150,11126.047
2022-12-10,11150,11151.02
2022-12-11,11150,11151.046
2022-12-12,11150,11149.196
2022-12-13,11150,11148.835
2022-12-14,11150,11148.787
2022-12-15,11150,11148.754
2022-12-16,11150,11148.737
2022-12-17,11150,11148.737
2022-12-18,11150,11148.737
2022-12-19,11150,11148.737
2022-12-20,11175,11148.737
2022-12-21,11175,11173.676
2022-12-22,11175,11175.477
2022-12-23,11150,11173.956
2022-12-24,11150,11148.668
2022-12-25,11150,11146.8955
2022-12-26,11150,11148.399
2022-12-27,11175,11148.691
2022-12-28,11175,11173.644
2022-12-29,11175,11175.46
2022-12-30,11175,11173.956
